recipe_id,flavour_class,temperature,mode,sweetness,hardness,direction_status,delivered_pod,delivered_npac,zero_gram,total_g,runtime_ms
R13,salted caramel,-11,optimal,1,2,ACHIEVED,21.13,36.97,0,1000,1
R13,salted caramel,-11,optimal,2,-2,NEAREST,22.88,41.87,0,1000,35
R13,salted caramel,-11,optimal,2,-1,NEAREST,22.88,41.87,0,1000,34
R13,salted caramel,-11,optimal,2,0,ACHIEVED,22.88,41.87,0,1000,6
R13,salted caramel,-11,optimal,2,1,ACHIEVED,22.63,39.83,0,1000,8
R13,salted caramel,-11,optimal,2,2,ACHIEVED,23.16,37.40,0,1000,3
R14,pistachio,-11,optimal,-2,-2,NEAREST,23.33,40.64,0,1000,7964
R14,pistachio,-11,optimal,-2,-1,NEAREST,23.33,40.64,0,1000,4618
R14,pistachio,-11,optimal,-2,0,ACHIEVED,15.30,40.04,0,1000,21
R14,pistachio,-11,optimal,-2,1,ACHIEVED,14.93,39.06,0,1000,18
R14,pistachio,-11,optimal,-2,2,ACHIEVED,14.94,36.63,0,1000,26
R14,pistachio,-11,optimal,-1,-2,NEAREST,23.33,40.64,0,1000,7766
R14,pistachio,-11,optimal,-1,-1,NEAREST,23.33,40.64,0,1000,4508
R14,pistachio,-11,optimal,-1,0,ACHIEVED,17.65,40.09,0,1000,17
R14,pistachio,-11,optimal,-1,1,ACHIEVED,17.15,37.71,0,1000,15
R14,pistachio,-11,optimal,-1,2,ACHIEVED,17.16,35.23,0,1000,8
R14,pistachio,-11,optimal,0,-2,NEAREST,23.33,40.64,0,1000,7302
R14,pistachio,-11,optimal,0,-1,NEAREST,23.33,40.64,0,1000,6069
R14,pistachio,-11,optimal,0,0,ACHIEVED,19.99,40.12,0,1000,12
R14,pistachio,-11,optimal,0,1,ACHIEVED,20.16,37.51,0,1000,5
R14,pistachio,-11,optimal,0,2,ACHIEVED,20.06,37.30,0,1000,4
R14,pistachio,-11,optimal,1,-2,NEAREST,23.33,40.64,0,1000,7513
R14,pistachio,-11,optimal,1,-1,NEAREST,23.33,40.64,0,1000,5546
R14,pistachio,-11,optimal,1,0,ACHIEVED,20.62,41.43,0,1000,6
R14,pistachio,-11,optimal,1,1,ACHIEVED,22.23,38.00,0,1000,6
R14,pistachio,-11,optimal,1,2,ACHIEVED,21.93,37.29,0,1000,6
R14,pistachio,-11,optimal,2,-2,NEAREST,23.33,40.64,0,1000,7412
R14,pistachio,-11,optimal,2,-1,NEAREST,23.33,40.64,0,1000,6099
R14,pistachio,-11,optimal,2,0,ACHIEVED,23.33,40.64,0,1000,5
R14,pistachio,-11,optimal,2,1,ACHIEVED,22.63,38.95,0,1000,14
R14,pistachio,-11,optimal,2,2,ACHIEVED,22.64,37.44,0,1000,8
R15,hazelnut,-11,optimal,-2,-2,NEAREST,18.07,37.28,0,1000,9027
R15,hazelnut,-11,optimal,-2,-1,NEAREST,18.07,37.28,0,1000,5865
R15,hazelnut,-11,optimal,-2,0,ACHIEVED,13.52,40.91,0,1000,51
R15,hazelnut,-11,optimal,-2,1,ACHIEVED,15.35,39.96,0,1000,26
R15,hazelnut,-11,optimal,-2,2,ACHIEVED,15.33,37.49,0,1000,27
R15,hazelnut,-11,optimal,-1,-2,NEAREST,18.07,37.28,0,1000,11947
R15,hazelnut,-11,optimal,-1,-1,NEAREST,18.07,37.28,0,1000,4580
R15,hazelnut,-11,optimal,-1,0,ACHIEVED,16.45,41.59,0,1000,29
R15,hazelnut,-11,optimal,-1,1,ACHIEVED,17.80,39.88,0,1000,35
R15,hazelnut,-11,optimal,-1,2,ACHIEVED,17.79,37.49,0,1000,14
R15,hazelnut,-11,optimal,0,-2,NEAREST,18.07,37.28,0,1000,2896
R15,hazelnut,-11,optimal,0,-1,NEAREST,18.07,37.28,0,1000,2915
R15,hazelnut,-11,optimal,0,0,ACHIEVED,20.20,40.15,0,1000,15
R15,hazelnut,-11,optimal,0,1,ACHIEVED,19.95,37.59,0,1000,5
R15,hazelnut,-11,optimal,0,2,ACHIEVED,20.14,35.55,0,1000,6
R15,hazelnut,-11,optimal,1,-2,NEAREST,18.07,37.28,0,1000,7391
R15,hazelnut,-11,optimal,1,-1,NEAREST,18.07,37.28,0,1000,4293
R15,hazelnut,-11,optimal,1,0,ACHIEVED,22.57,40.09,0,1000,9
R15,hazelnut,-11,optimal,1,1,ACHIEVED,22.48,39.93,0,1000,7
R15,hazelnut,-11,optimal,1,2,ACHIEVED,21.25,37.39,0,1000,4
R15,hazelnut,-11,optimal,2,-2,NEAREST,18.07,37.28,0,1000,7028
R15,hazelnut,-11,optimal,2,-1,NEAREST,18.07,37.28,0,1000,4049
R15,hazelnut,-11,optimal,2,0,ACHIEVED,22.60,40.06,0,1000,19
R15,hazelnut,-11,optimal,2,1,ACHIEVED,22.60,39.98,0,1000,9
R15,hazelnut,-11,optimal,2,2,ACHIEVED,22.60,37.49,0,1000,17
R16,peanut,-11,optimal,-2,-2,NEAREST,18.38,39.13,0,1000,8081
R16,peanut,-11,optimal,-2,-1,NEAREST,18.38,39.13,0,1000,5303
R16,peanut,-11,optimal,-2,0,ACHIEVED,13.79,40.16,0,1000,17
R16,peanut,-11,optimal,-2,1,ACHIEVED,15.18,37.63,0,1000,30
R16,peanut,-11,optimal,-2,2,ACHIEVED,13.88,35.14,0,1000,18
R16,peanut,-11,optimal,-1,-2,NEAREST,18.38,39.13,0,1000,8462
R16,peanut,-11,optimal,-1,-1,NEAREST,18.38,39.13,0,1000,5121
R16,peanut,-11,optimal,-1,0,ACHIEVED,17.65,40.04,0,1000,11
R16,peanut,-11,optimal,-1,1,ACHIEVED,17.68,37.55,0,1000,23
R16,peanut,-11,optimal,-1,2,ACHIEVED,17.80,35.14,0,1000,10
R16,peanut,-11,optimal,0,-2,NEAREST,18.38,39.13,0,1000,3137
R16,peanut,-11,optimal,0,-1,NEAREST,18.38,39.13,0,1000,3246
R16,peanut,-11,optimal,0,0,ACHIEVED,19.98,40.01,0,1000,10
R16,peanut,-11,optimal,0,1,ACHIEVED,20.19,37.51,0,1000,9
R16,peanut,-11,optimal,0,2,ACHIEVED,19.63,37.32,0,1000,6
R16,peanut,-11,optimal,1,-2,NEAREST,18.38,39.13,0,1000,7988
R16,peanut,-11,optimal,1,-1,NEAREST,18.38,39.13,0,1000,5303
R16,peanut,-11,optimal,1,0,ACHIEVED,22.40,41.82,0,1000,6
R16,peanut,-11,optimal,1,1,ACHIEVED,20.29,37.91,0,1000,8
R16,peanut,-11,optimal,1,2,ACHIEVED,20.22,37.48,0,1000,11
R16,peanut,-11,optimal,2,-2,NEAREST,18.38,39.13,0,1000,7984
R16,peanut,-11,optimal,2,-1,NEAREST,18.38,39.13,0,1000,5092
R16,peanut,-11,optimal,2,0,ACHIEVED,22.68,41.98,0,1000,26
R16,peanut,-11,optimal,2,1,ACHIEVED,22.60,39.95,0,1000,32
R16,peanut,-11,optimal,2,2,ACHIEVED,22.61,37.49,0,1000,90
R17,almond,-11,optimal,-2,-2,NEAREST,18.51,41.76,0,1000,8010
R17,almond,-11,optimal,-2,-1,NEAREST,18.51,41.76,0,1000,6384
R17,almond,-11,optimal,-2,0,ACHIEVED,15.22,40.05,0,1000,23
R17,almond,-11,optimal,-2,1,ACHIEVED,15.14,37.70,0,1000,13
R17,almond,-11,optimal,-2,2,ACHIEVED,14.49,36.57,0,1000,14
R17,almond,-11,optimal,-1,-2,NEAREST,18.51,41.76,0,1000,8687
R17,almond,-11,optimal,-1,-1,NEAREST,18.51,41.76,0,1000,7794
R17,almond,-11,optimal,-1,0,ACHIEVED,17.80,40.08,0,1000,108
R17,almond,-11,optimal,-1,1,ACHIEVED,16.34,39.98,0,1000,3
R17,almond,-11,optimal,-1,2,ACHIEVED,15.41,37.48,0,1000,4
R17,almond,-11,optimal,0,-2,NEAREST,18.51,41.76,0,1000,9005
R17,almond,-11,optimal,0,-1,NEAREST,18.51,41.76,0,1000,7854
R17,almond,-11,optimal,0,0,ACHIEVED,18.49,41.70,0,1000,5
R17,almond,-11,optimal,0,1,ACHIEVED,17.80,40.00,0,1000,7
R17,almond,-11,optimal,0,2,ACHIEVED,17.81,37.48,0,1000,10
R17,almond,-11,optimal,1,-2,NEAREST,18.51,41.76,0,1000,9699
R17,almond,-11,optimal,1,-1,NEAREST,18.51,41.76,0,1000,7260
R17,almond,-11,optimal,1,0,ACHIEVED,20.28,40.67,0,1000,532
R17,almond,-11,optimal,1,1,ACHIEVED,20.20,39.96,0,1000,21
R17,almond,-11,optimal,1,2,ACHIEVED,20.21,37.49,0,1000,29
R17,almond,-11,optimal,2,-2,NEAREST,18.51,41.76,0,1000,9455
R17,almond,-11,optimal,2,-1,NEAREST,18.51,41.76,0,1000,7669
R17,almond,-11,optimal,2,0,ACHIEVED,22.61,41.99,0,1000,544
R17,almond,-11,optimal,2,1,ACHIEVED,22.61,39.99,0,1000,23
R17,almond,-11,optimal,2,2,ACHIEVED,22.60,37.50,0,1000,29
R18,hard fat class,-11,optimal,-2,-2,NEAREST,14.50,41.98,0,1000,78
R18,hard fat class,-11,optimal,-2,-1,NEAREST,14.50,41.98,0,1000,91
R18,hard fat class,-11,optimal,-2,0,ACHIEVED,15.31,41.21,0,1000,44
R18,hard fat class,-11,optimal,-2,1,ACHIEVED,15.30,39.80,0,1000,22
R18,hard fat class,-11,optimal,-2,2,ACHIEVED,15.29,37.49,0,1000,28
R18,hard fat class,-11,optimal,-1,-2,NEAREST,17.70,41.97,0,1000,32
R18,hard fat class,-11,optimal,-1,-1,NEAREST,17.70,41.97,0,1000,50
R18,hard fat class,-11,optimal,-1,0,ACHIEVED,16.55,40.63,0,1000,10
R18,hard fat class,-11,optimal,-1,1,NEAREST,15.30,39.80,0,1000,25
R18,hard fat class,-11,optimal,-1,2,ACHIEVED,16.68,35.03,0,1000,0
R18,hard fat class,-11,optimal,0,-2,NEAREST,19.73,41.99,0,1000,18
R18,hard fat class,-11,optimal,0,-1,NEAREST,19.73,41.99,0,1000,29
R18,hard fat class,-11,optimal,0,0,ACHIEVED,19.20,40.03,0,1000,1
R18,hard fat class,-11,optimal,0,1,ACHIEVED,19.99,38.93,0,1000,1
R18,hard fat class,-11,optimal,0,2,ACHIEVED,18.79,35.44,0,1000,1
R18,hard fat class,-11,optimal,1,-2,NEAREST,20.51,41.99,0,1000,8
R18,hard fat class,-11,optimal,1,-1,NEAREST,20.51,41.99,0,1000,30
R18,hard fat class,-11,optimal,1,0,ACHIEVED,20.33,41.26,0,1000,2
R18,hard fat class,-11,optimal,1,1,ACHIEVED,20.33,37.66,0,1000,0
R18,hard fat class,-11,optimal,1,2,ACHIEVED,20.39,36.79,0,1000,1
R18,hard fat class,-11,optimal,2,-2,NEAREST,23.46,41.07,0,1000,48
R18,hard fat class,-11,optimal,2,-1,NEAREST,23.46,41.07,0,1000,39
R18,hard fat class,-11,optimal,2,0,ACHIEVED,23.46,41.07,0,1000,2
R18,hard fat class,-11,optimal,2,1,ACHIEVED,22.79,37.89,0,1000,12
R18,hard fat class,-11,optimal,2,2,ACHIEVED,23.46,35.24,0,1000,14
R19,high fat,-11,optimal,-2,-2,NEAREST,14.08,41.27,0,1000,59
R19,high fat,-11,optimal,-2,-1,NEAREST,14.08,41.27,0,1000,44
R19,high fat,-11,optimal,-2,0,ACHIEVED,14.08,41.27,0,1000,13
R19,high fat,-11,optimal,-2,1,ACHIEVED,14.86,39.66,0,1000,21
R19,high fat,-11,optimal,-2,2,ACHIEVED,14.92,37.19,0,1000,14
R19,high fat,-11,optimal,-1,-2,NEAREST,17.59,41.93,0,1000,28
R19,high fat,-11,optimal,-1,-1,NEAREST,17.59,41.93,0,1000,37
R19,high fat,-11,optimal,-1,0,ACHIEVED,17.79,40.20,0,1000,19
R19,high fat,-11,optimal,-1,1,ACHIEVED,17.78,37.73,0,1000,3
R19,high fat,-11,optimal,-1,2,ACHIEVED,17.20,35.18,0,1000,1
R19,high fat,-11,optimal,0,-2,NEAREST,19.78,41.96,0,1000,18
R19,high fat,-11,optimal,0,-1,NEAREST,19.78,41.96,0,1000,23
R19,high fat,-11,optimal,0,0,ACHIEVED,20.16,40.11,0,1000,2
R19,high fat,-11,optimal,0,1,ACHIEVED,19.64,39.81,0,1000,0
R19,high fat,-11,optimal,0,2,ACHIEVED,18.33,36.93,0,1000,1
R19,high fat,-11,optimal,1,-2,NEAREST,20.80,41.98,0,1000,12
R19,high fat,-11,optimal,1,-1,NEAREST,20.80,41.98,0,1000,20
R19,high fat,-11,optimal,1,0,ACHIEVED,21.71,41.21,0,1000,0
R19,high fat,-11,optimal,1,1,ACHIEVED,21.38,38.79,0,1000,0
R19,high fat,-11,optimal,1,2,ACHIEVED,20.47,35.55,0,1000,1
R19,high fat,-11,optimal,2,-2,NEAREST,22.90,41.41,0,1000,39
R19,high fat,-11,optimal,2,-1,NEAREST,22.90,41.41,0,1000,22
R19,high fat,-11,optimal,2,0,ACHIEVED,22.90,41.41,0,1000,2
R19,high fat,-11,optimal,2,1,NEAREST,22.59,39.97,0,1000,4
R19,high fat,-11,optimal,2,2,ACHIEVED,23.12,35.02,0,1000,12
R20,low fat,-11,optimal,-2,-2,NEAREST,14.62,40.32,0,1000,40
R20,low fat,-11,optimal,-2,-1,NEAREST,14.62,40.32,0,1000,44
R20,low fat,-11,optimal,-2,0,ACHIEVED,14.62,40.32,0,1000,9
R20,low fat,-11,optimal,-2,1,ACHIEVED,14.77,38.40,0,1000,14
R20,low fat,-11,optimal,-2,2,ACHIEVED,15.08,37.23,0,1000,15
R20,low fat,-11,optimal,-1,-2,NEAREST,16.59,40.72,0,1000,32
R20,low fat,-11,optimal,-1,-1,NEAREST,16.59,40.72,0,1000,33
R20,low fat,-11,optimal,-1,0,ACHIEVED,16.59,40.72,0,1000,10
R20,low fat,-11,optimal,-1,1,ACHIEVED,17.61,37.51,0,1000,2
R20,low fat,-11,optimal,-1,2,ACHIEVED,17.32,37.25,0,1000,7
R20,low fat,-11,optimal,0,-2,NEAREST,19.52,41.78,0,1000,18
R20,low fat,-11,optimal,0,-1,NEAREST,19.52,41.78,0,1000,28
R20,low fat,-11,optimal,0,0,ACHIEVED,20.19,40.29,0,1000,1
R20,low fat,-11,optimal,0,1,ACHIEVED,19.60,39.85,0,1000,1
R20,low fat,-11,optimal,0,2,ACHIEVED,17.85,36.80,0,1000,1
R20,low fat,-11,optimal,1,-2,NEAREST,21.82,41.01,0,1000,19
R20,low fat,-11,optimal,1,-1,NEAREST,21.82,41.01,0,1000,12
R20,low fat,-11,optimal,1,0,ACHIEVED,21.82,41.01,0,1000,0
R20,low fat,-11,optimal,1,1,ACHIEVED,21.38,38.40,0,1000,0
R20,low fat,-11,optimal,1,2,ACHIEVED,20.54,37.43,0,1000,2
R20,low fat,-11,optimal,2,-2,NEAREST,22.96,41.86,0,1000,21
R20,low fat,-11,optimal,2,-1,NEAREST,22.96,41.86,0,1000,14
R20,low fat,-11,optimal,2,0,ACHIEVED,22.96,41.86,0,1000,1
R20,low fat,-11,optimal,2,1,ACHIEVED,22.92,39.81,0,1000,2
R20,low fat,-11,optimal,2,2,ACHIEVED,24.04,35.27,0,1000,9
R21,plant protein (pea),-11,optimal,-2,-2,NEAREST,14.62,41.95,0,1000,21
R21,plant protein (pea),-11,optimal,-2,-1,NEAREST,14.32,41.80,0,1000,25
R21,plant protein (pea),-11,optimal,-2,0,ACHIEVED,14.94,41.04,0,1000,1
R21,plant protein (pea),-11,optimal,-2,1,ACHIEVED,15.38,37.51,0,1000,3
R21,plant protein (pea),-11,optimal,-2,2,ACHIEVED,15.33,35.24,0,1000,2
R21,plant protein (pea),-11,optimal,-1,-2,NEAREST,16.84,41.89,0,1000,33
R21,plant protein (pea),-11,optimal,-1,-1,NEAREST,16.84,41.89,0,1000,15
R21,plant protein (pea),-11,optimal,-1,0,ACHIEVED,16.95,41.35,0,1000,1
R21,plant protein (pea),-11,optimal,-1,1,ACHIEVED,16.63,37.55,0,1000,1
R21,plant protein (pea),-11,optimal,-1,2,ACHIEVED,16.64,35.31,0,1000,1
R21,plant protein (pea),-11,optimal,0,-2,NEAREST,18.32,41.79,0,1000,27
R21,plant protein (pea),-11,optimal,0,-1,NEAREST,18.32,41.79,0,1000,25
R21,plant protein (pea),-11,optimal,0,0,ACHIEVED,20.16,40.09,0,1000,1
R21,plant protein (pea),-11,optimal,0,1,ACHIEVED,19.77,37.78,0,1000,1
R21,plant protein (pea),-11,optimal,0,2,ACHIEVED,19.31,36.81,0,1000,1
R21,plant protein (pea),-11,optimal,1,-2,NEAREST,20.71,40.60,0,1000,24
R21,plant protein (pea),-11,optimal,1,-1,NEAREST,20.71,40.60,0,1000,35
R21,plant protein (pea),-11,optimal,1,0,ACHIEVED,20.71,40.60,0,1000,0
R21,plant protein (pea),-11,optimal,1,1,ACHIEVED,21.41,39.76,0,1000,0
R21,plant protein (pea),-11,optimal,1,2,ACHIEVED,22.10,37.28,0,1000,11
R21,plant protein (pea),-11,optimal,2,-2,NEAREST,22.69,41.82,0,1000,33
R21,plant protein (pea),-11,optimal,2,-1,NEAREST,22.69,41.82,0,1000,40
R21,plant protein (pea),-11,optimal,2,0,ACHIEVED,22.69,41.82,0,1000,2
R21,plant protein (pea),-11,optimal,2,1,ACHIEVED,22.92,39.91,0,1000,9
R21,plant protein (pea),-11,optimal,2,2,ACHIEVED,23.10,35.29,0,1000,11
R22,plant protein (rice),-11,optimal,-2,-2,NEAREST,13.59,40.33,0,1000,57
R22,plant protein (rice),-11,optimal,-2,-1,NEAREST,13.59,40.33,0,1000,69
R22,plant protein (rice),-11,optimal,-2,0,ACHIEVED,13.59,40.33,0,1000,33
R22,plant protein (rice),-11,optimal,-2,1,ACHIEVED,15.38,37.71,0,1000,15
R22,plant protein (rice),-11,optimal,-2,2,ACHIEVED,14.87,35.72,0,1000,17
R22,plant protein (rice),-11,optimal,-1,-2,NEAREST,17.36,38.14,0,1000,51
R22,plant protein (rice),-11,optimal,-1,-1,NEAREST,17.36,38.14,0,1000,51
R22,plant protein (rice),-11,optimal,-1,0,NEAREST,13.59,40.33,0,1000,39
R22,plant protein (rice),-11,optimal,-1,1,ACHIEVED,17.36,38.14,0,1000,3
R22,plant protein (rice),-11,optimal,-1,2,ACHIEVED,16.76,35.69,0,1000,3
R22,plant protein (rice),-11,optimal,0,-2,NEAREST,20.12,40.40,0,1000,8
R22,plant protein (rice),-11,optimal,0,-1,NEAREST,20.12,40.40,0,1000,10
R22,plant protein (rice),-11,optimal,0,0,ACHIEVED,20.12,40.40,0,1000,0
R22,plant protein (rice),-11,optimal,0,1,ACHIEVED,19.90,39.84,0,1000,2
R22,plant protein (rice),-11,optimal,0,2,ACHIEVED,19.52,37.46,0,1000,1
R22,plant protein (rice),-11,optimal,1,-2,NEAREST,20.69,41.95,0,1000,13
R22,plant protein (rice),-11,optimal,1,-1,NEAREST,20.69,41.95,0,1000,42
R22,plant protein (rice),-11,optimal,1,0,ACHIEVED,20.50,41.67,0,1000,5
R22,plant protein (rice),-11,optimal,1,1,ACHIEVED,20.40,37.89,0,1000,1
R22,plant protein (rice),-11,optimal,1,2,ACHIEVED,20.35,36.60,0,1000,5
R22,plant protein (rice),-11,optimal,2,-2,NEAREST,23.55,41.96,0,1000,41
R22,plant protein (rice),-11,optimal,2,-1,NEAREST,23.55,41.96,0,1000,55
R22,plant protein (rice),-11,optimal,2,0,ACHIEVED,23.55,41.96,0,1000,3
R22,plant protein (rice),-11,optimal,2,1,NEAREST,20.40,37.89,0,1000,12
R22,plant protein (rice),-11,optimal,2,2,NEAREST,20.35,36.60,0,1000,27
R23,mixed fat,-11,optimal,-2,-2,NEAREST,13.79,41.80,0,1000,78
R23,mixed fat,-11,optimal,-2,-1,NEAREST,13.79,41.80,0,1000,47
R23,mixed fat,-11,optimal,-2,0,ACHIEVED,13.79,41.80,0,1000,16
R23,mixed fat,-11,optimal,-2,1,ACHIEVED,15.11,39.73,0,1000,22
R23,mixed fat,-11,optimal,-2,2,ACHIEVED,15.30,35.14,0,1000,12
R23,mixed fat,-11,optimal,-1,-2,NEAREST,17.75,40.08,0,1000,41
R23,mixed fat,-11,optimal,-1,-1,NEAREST,17.75,40.08,0,1000,34
R23,mixed fat,-11,optimal,-1,0,ACHIEVED,17.75,40.08,0,1000,13
R23,mixed fat,-11,optimal,-1,1,NEAREST,15.11,39.73,0,1000,29
R23,mixed fat,-11,optimal,-1,2,NEAREST,15.30,35.14,0,1000,25
R23,mixed fat,-11,optimal,0,-2,NEAREST,20.00,40.34,0,1000,21
R23,mixed fat,-11,optimal,0,-1,NEAREST,20.00,40.34,0,1000,21
R23,mixed fat,-11,optimal,0,0,ACHIEVED,20.00,40.34,0,1000,1
R23,mixed fat,-11,optimal,0,1,ACHIEVED,19.99,37.71,0,1000,1
R23,mixed fat,-11,optimal,0,2,ACHIEVED,18.38,36.42,0,1000,2
R23,mixed fat,-11,optimal,1,-2,NEAREST,20.76,41.76,0,1000,15
R23,mixed fat,-11,optimal,1,-1,NEAREST,20.76,41.76,0,1000,25
R23,mixed fat,-11,optimal,1,0,ACHIEVED,21.19,41.12,0,1000,1
R23,mixed fat,-11,optimal,1,1,ACHIEVED,21.39,39.35,0,1000,0
R23,mixed fat,-11,optimal,1,2,ACHIEVED,20.55,36.24,0,1000,1
R23,mixed fat,-11,optimal,2,-2,NEAREST,23.05,41.86,0,1000,29
R23,mixed fat,-11,optimal,2,-1,NEAREST,23.05,41.86,0,1000,26
R23,mixed fat,-11,optimal,2,0,ACHIEVED,23.05,41.86,0,1000,1
R23,mixed fat,-11,optimal,2,1,ACHIEVED,22.63,37.90,0,1000,8
R23,mixed fat,-11,optimal,2,2,ACHIEVED,23.08,35.06,0,1000,13
R24,liquid oil,-11,optimal,-2,-2,NEAREST,13.69,41.36,0,1000,71
R24,liquid oil,-11,optimal,-2,-1,NEAREST,13.69,41.36,0,1000,55
R24,liquid oil,-11,optimal,-2,0,ACHIEVED,13.69,41.36,0,1000,12
R24,liquid oil,-11,optimal,-2,1,ACHIEVED,15.08,39.65,0,1000,20
R24,liquid oil,-11,optimal,-2,2,ACHIEVED,15.24,37.05,0,1000,22
R24,liquid oil,-11,optimal,-1,-2,NEAREST,17.23,41.80,0,1000,68
R24,liquid oil,-11,optimal,-1,-1,NEAREST,17.23,41.80,0,1000,56
R24,liquid oil,-11,optimal,-1,0,ACHIEVED,17.23,41.80,0,1000,23
R24,liquid oil,-11,optimal,-1,1,ACHIEVED,17.61,39.70,0,1000,10
R24,liquid oil,-11,optimal,-1,2,ACHIEVED,17.59,37.23,0,1000,11
R24,liquid oil,-11,optimal,0,-2,NEAREST,20.04,41.95,0,1000,31
R24,liquid oil,-11,optimal,0,-1,NEAREST,20.04,41.95,0,1000,38
R24,liquid oil,-11,optimal,0,0,ACHIEVED,20.19,40.24,0,1000,1
R24,liquid oil,-11,optimal,0,1,ACHIEVED,20.08,39.60,0,1000,1
R24,liquid oil,-11,optimal,0,2,ACHIEVED,18.84,35.51,0,1000,1
R24,liquid oil,-11,optimal,1,-2,NEAREST,20.85,41.96,0,1000,14
R24,liquid oil,-11,optimal,1,-1,NEAREST,20.85,41.96,0,1000,32
R24,liquid oil,-11,optimal,1,0,ACHIEVED,20.51,40.86,0,1000,0
R24,liquid oil,-11,optimal,1,1,ACHIEVED,20.52,37.90,0,1000,1
R24,liquid oil,-11,optimal,1,2,ACHIEVED,20.37,36.42,0,1000,1
R24,liquid oil,-11,optimal,2,-2,NEAREST,23.25,41.96,0,1000,43
R24,liquid oil,-11,optimal,2,-1,NEAREST,23.25,41.96,0,1000,36
R24,liquid oil,-11,optimal,2,0,ACHIEVED,23.25,41.96,0,1000,2
R24,liquid oil,-11,optimal,2,1,ACHIEVED,22.69,37.95,0,1000,8
R24,liquid oil,-11,optimal,2,2,ACHIEVED,22.63,37.48,0,1000,14
R01,oat vanilla,-12,optimal,-2,-2,NEAREST,32.17,56.94,0,1000,7
R01,oat vanilla,-12,optimal,-2,-1,NEAREST,30.54,54.20,0,1000,7
R01,oat vanilla,-12,optimal,-2,0,NEAREST,28.14,48.34,0,1000,6
R01,oat vanilla,-12,optimal,-2,1,NEAREST,27.29,45.96,0,1000,6
R01,oat vanilla,-12,optimal,-2,2,NEAREST,26.40,44.03,0,1000,10
R01,oat vanilla,-12,optimal,-1,-2,NEAREST,32.17,56.94,0,1000,7
R01,oat vanilla,-12,optimal,-1,-1,NEAREST,30.54,54.20,0,1000,6
R01,oat vanilla,-12,optimal,-1,0,NEAREST,28.14,48.34,0,1000,6
R01,oat vanilla,-12,optimal,-1,1,NEAREST,27.29,45.96,0,1000,7
R01,oat vanilla,-12,optimal,-1,2,NEAREST,26.40,44.03,0,1000,10
R01,oat vanilla,-12,optimal,0,-2,NEAREST,32.17,56.94,0,1000,8
R01,oat vanilla,-12,optimal,0,-1,NEAREST,30.54,54.20,0,1000,6
R01,oat vanilla,-12,optimal,0,0,NEAREST,28.14,48.34,0,1000,6
R01,oat vanilla,-12,optimal,0,1,NEAREST,27.29,45.96,0,1000,7
R01,oat vanilla,-12,optimal,0,2,NEAREST,26.40,44.03,0,1000,11
R01,oat vanilla,-12,optimal,1,-2,NEAREST,31.97,56.51,0,1000,7
R01,oat vanilla,-12,optimal,1,-1,NEAREST,30.54,54.20,0,1000,7
R01,oat vanilla,-12,optimal,1,0,NEAREST,28.14,48.34,0,1000,6
R01,oat vanilla,-12,optimal,1,1,NEAREST,27.29,45.96,0,1000,6
R01,oat vanilla,-12,optimal,1,2,NEAREST,26.40,44.03,0,1000,11
R01,oat vanilla,-12,optimal,2,-2,NEAREST,24.98,37.21,0,1000,6
R01,oat vanilla,-12,optimal,2,-1,NEAREST,24.98,37.21,0,1000,5
R01,oat vanilla,-12,optimal,2,0,NEAREST,28.14,48.34,0,1000,7
R01,oat vanilla,-12,optimal,2,1,NEAREST,24.98,37.21,0,1000,8
R01,oat vanilla,-12,optimal,2,2,NEAREST,26.40,44.03,0,1000,11
R02,coconut,-12,optimal,-2,-2,NEAREST,32.08,56.42,0,1000,8
R02,coconut,-12,optimal,-2,-1,NEAREST,30.75,54.10,0,1000,6
R02,coconut,-12,optimal,-2,0,NEAREST,28.03,47.92,0,1000,14
R02,coconut,-12,optimal,-2,1,NEAREST,27.39,46.05,0,1000,9
R02,coconut,-12,optimal,-2,2,NEAREST,26.60,44.14,0,1000,10
R02,coconut,-12,optimal,-1,-2,NEAREST,32.08,56.42,0,1000,7
R02,coconut,-12,optimal,-1,-1,NEAREST,30.75,54.10,0,1000,6
R02,coconut,-12,optimal,-1,0,NEAREST,28.03,47.92,0,1000,11
R02,coconut,-12,optimal,-1,1,NEAREST,27.39,46.05,0,1000,9
R02,coconut,-12,optimal,-1,2,NEAREST,26.60,44.14,0,1000,9
R02,coconut,-12,optimal,0,-2,NEAREST,32.08,56.42,0,1000,7
R02,coconut,-12,optimal,0,-1,NEAREST,30.75,54.10,0,1000,11
R02,coconut,-12,optimal,0,0,NEAREST,28.03,47.92,0,1000,7
R02,coconut,-12,optimal,0,1,NEAREST,27.39,46.05,0,1000,9
R02,coconut,-12,optimal,0,2,NEAREST,26.40,44.01,0,1000,10
R02,coconut,-12,optimal,1,-2,NEAREST,32.08,56.42,0,1000,12
R02,coconut,-12,optimal,1,-1,NEAREST,30.54,54.00,0,1000,6
R02,coconut,-12,optimal,1,0,NEAREST,28.03,47.92,0,1000,7
R02,coconut,-12,optimal,1,1,NEAREST,27.29,46.08,0,1000,12
R02,coconut,-12,optimal,1,2,NEAREST,26.40,44.01,0,1000,17
R02,coconut,-12,optimal,2,-2,NEAREST,24.94,36.58,0,1000,9
R02,coconut,-12,optimal,2,-1,NEAREST,24.94,36.58,0,1000,8
