recipe_id,flavour_class,temperature,mode,sweetness,hardness,direction_status,delivered_pod,delivered_npac,zero_gram,total_g,runtime_ms
R02,coconut,-12,optimal,2,0,NEAREST,24.94,36.58,0,1000,9
R02,coconut,-12,optimal,2,1,ACHIEVED,24.99,46.12,0,1000,4
R02,coconut,-12,optimal,2,2,NEAREST,26.40,44.01,0,1000,15
R03,dark cocoa,-12,optimal,-2,-2,NEAREST,25.75,45.37,0,1000,21
R03,dark cocoa,-12,optimal,-2,-1,NEAREST,25.03,44.14,0,1000,29
R03,dark cocoa,-12,optimal,-2,0,NEAREST,22.25,37.22,0,1000,27
R03,dark cocoa,-12,optimal,-2,1,NEAREST,26.29,46.19,0,1000,12
R03,dark cocoa,-12,optimal,-2,2,NEAREST,24.92,44.01,0,1000,27
R03,dark cocoa,-12,optimal,-1,-2,NEAREST,25.75,45.37,0,1000,21
R03,dark cocoa,-12,optimal,-1,-1,NEAREST,25.03,44.14,0,1000,29
R03,dark cocoa,-12,optimal,-1,0,NEAREST,22.25,37.22,0,1000,22
R03,dark cocoa,-12,optimal,-1,1,NEAREST,26.29,46.19,0,1000,18
R03,dark cocoa,-12,optimal,-1,2,NEAREST,24.92,44.01,0,1000,23
R03,dark cocoa,-12,optimal,0,-2,NEAREST,25.03,44.14,0,1000,35
R03,dark cocoa,-12,optimal,0,-1,NEAREST,25.03,44.14,0,1000,47
R03,dark cocoa,-12,optimal,0,0,NEAREST,25.03,44.14,0,1000,43
R03,dark cocoa,-12,optimal,0,1,NEAREST,26.25,46.29,0,1000,30
R03,dark cocoa,-12,optimal,0,2,NEAREST,24.92,44.01,0,1000,31
R03,dark cocoa,-12,optimal,1,-2,NEAREST,22.64,39.02,0,1000,16
R03,dark cocoa,-12,optimal,1,-1,NEAREST,22.64,39.02,0,1000,23
R03,dark cocoa,-12,optimal,1,0,NEAREST,22.56,39.24,0,1000,16
R03,dark cocoa,-12,optimal,1,1,NEAREST,22.59,39.42,0,1000,28
R03,dark cocoa,-12,optimal,1,2,NEAREST,24.91,44.07,0,1000,23
R03,dark cocoa,-12,optimal,2,-2,NEAREST,25.00,44.04,0,1000,34
R03,dark cocoa,-12,optimal,2,-1,NEAREST,25.00,44.04,0,1000,34
R03,dark cocoa,-12,optimal,2,0,NEAREST,25.00,44.04,0,1000,32
R03,dark cocoa,-12,optimal,2,1,NEAREST,26.11,46.02,0,1000,23
R03,dark cocoa,-12,optimal,2,2,ACHIEVED,24.91,44.07,0,1000,7
R04,chocolate,-12,optimal,-2,-2,NEAREST,29.02,56.49,0,1000,13
R04,chocolate,-12,optimal,-2,-1,NEAREST,30.54,54.16,0,1000,11
R04,chocolate,-12,optimal,-2,0,NEAREST,21.48,37.19,0,1000,24
R04,chocolate,-12,optimal,-2,1,NEAREST,24.83,45.97,0,1000,9
R04,chocolate,-12,optimal,-2,2,NEAREST,24.95,44.13,0,1000,31
R04,chocolate,-12,optimal,-1,-2,NEAREST,17.74,30.05,0,1000,9
R04,chocolate,-12,optimal,-1,-1,NEAREST,30.54,54.16,0,1000,10
R04,chocolate,-12,optimal,-1,0,NEAREST,17.71,31.45,0,1000,13
R04,chocolate,-12,optimal,-1,1,NEAREST,24.83,45.97,0,1000,9
R04,chocolate,-12,optimal,-1,2,NEAREST,24.95,44.13,0,1000,30
R04,chocolate,-12,optimal,0,-2,NEAREST,20.15,34.78,0,1000,8
R04,chocolate,-12,optimal,0,-1,NEAREST,20.14,35.47,0,1000,8
R04,chocolate,-12,optimal,0,0,NEAREST,20.15,33.88,0,1000,10
R04,chocolate,-12,optimal,0,1,NEAREST,24.83,45.97,0,1000,15
R04,chocolate,-12,optimal,0,2,NEAREST,24.95,44.13,0,1000,29
R04,chocolate,-12,optimal,1,-2,NEAREST,22.48,39.87,0,1000,16
R04,chocolate,-12,optimal,1,-1,NEAREST,22.48,39.87,0,1000,12
R04,chocolate,-12,optimal,1,0,NEAREST,22.60,40.12,0,1000,13
R04,chocolate,-12,optimal,1,1,NEAREST,22.52,39.97,0,1000,16
R04,chocolate,-12,optimal,1,2,NEAREST,21.66,38.30,0,1000,13
R04,chocolate,-12,optimal,2,-2,NEAREST,24.92,44.01,0,1000,13
R04,chocolate,-12,optimal,2,-1,NEAREST,24.92,44.01,0,1000,17
R04,chocolate,-12,optimal,2,0,NEAREST,24.92,44.01,0,1000,12
R04,chocolate,-12,optimal,2,1,NEAREST,24.94,45.94,0,1000,3
R04,chocolate,-12,optimal,2,2,ACHIEVED,24.90,44.12,0,1000,2
R05,strawberry,-12,optimal,-2,-2,NEAREST,25.00,44.00,0,1000,4584
R05,strawberry,-12,optimal,-2,-1,ACHIEVED,15.39,54.04,0,1000,2
R05,strawberry,-12,optimal,-2,0,ACHIEVED,15.40,48.02,0,1000,25
R05,strawberry,-12,optimal,-2,1,ACHIEVED,15.31,46.04,0,1000,54
R05,strawberry,-12,optimal,-2,2,ACHIEVED,14.89,44.52,0,1000,36
R05,strawberry,-12,optimal,-1,-2,ACHIEVED,17.75,56.51,0,1000,3
R05,strawberry,-12,optimal,-1,-1,ACHIEVED,17.76,54.73,0,1000,13
R05,strawberry,-12,optimal,-1,0,ACHIEVED,17.39,48.10,0,1000,21
R05,strawberry,-12,optimal,-1,1,ACHIEVED,17.12,46.08,0,1000,45
R05,strawberry,-12,optimal,-1,2,ACHIEVED,16.84,44.06,0,1000,36
R05,strawberry,-12,optimal,0,-2,ACHIEVED,19.78,56.54,0,1000,21
R05,strawberry,-12,optimal,0,-1,ACHIEVED,19.20,54.09,0,1000,4
R05,strawberry,-12,optimal,0,0,ACHIEVED,19.64,48.06,0,1000,27
R05,strawberry,-12,optimal,0,1,ACHIEVED,19.37,46.04,0,1000,40
R05,strawberry,-12,optimal,0,2,ACHIEVED,19.23,44.06,0,1000,81
R05,strawberry,-12,optimal,1,-2,ACHIEVED,22.03,56.50,0,1000,4
R05,strawberry,-12,optimal,1,-1,ACHIEVED,21.59,54.10,0,1000,46
R05,strawberry,-12,optimal,1,0,ACHIEVED,22.03,48.06,0,1000,34
R05,strawberry,-12,optimal,1,1,ACHIEVED,21.76,46.04,0,1000,22
R05,strawberry,-12,optimal,1,2,ACHIEVED,21.48,44.02,0,1000,29
R05,strawberry,-12,optimal,2,-2,ACHIEVED,24.42,56.51,0,1000,6
R05,strawberry,-12,optimal,2,-1,ACHIEVED,24.97,54.04,0,1000,3
R05,strawberry,-12,optimal,2,0,ACHIEVED,24.28,48.02,0,1000,38
R05,strawberry,-12,optimal,2,1,ACHIEVED,24.14,46.04,0,1000,4
R05,strawberry,-12,optimal,2,2,ACHIEVED,25.00,44.00,0,1000,42
R06,soy vanilla,-12,optimal,-2,-2,NEAREST,31.99,56.50,0,1000,9
R06,soy vanilla,-12,optimal,-2,-1,NEAREST,30.43,53.98,0,1000,10
R06,soy vanilla,-12,optimal,-2,0,NEAREST,28.09,48.01,0,1000,9
R06,soy vanilla,-12,optimal,-2,1,NEAREST,27.23,46.01,0,1000,16
R06,soy vanilla,-12,optimal,-2,2,NEAREST,26.51,44.05,0,1000,16
R06,soy vanilla,-12,optimal,-1,-2,NEAREST,31.99,56.50,0,1000,9
R06,soy vanilla,-12,optimal,-1,-1,NEAREST,30.43,53.98,0,1000,11
R06,soy vanilla,-12,optimal,-1,0,NEAREST,28.09,48.01,0,1000,10
R06,soy vanilla,-12,optimal,-1,1,NEAREST,27.23,46.01,0,1000,26
R06,soy vanilla,-12,optimal,-1,2,NEAREST,26.51,44.05,0,1000,14
R06,soy vanilla,-12,optimal,0,-2,NEAREST,31.99,56.50,0,1000,18
R06,soy vanilla,-12,optimal,0,-1,NEAREST,30.43,53.98,0,1000,12
R06,soy vanilla,-12,optimal,0,0,NEAREST,28.09,48.01,0,1000,17
R06,soy vanilla,-12,optimal,0,1,NEAREST,27.23,46.01,0,1000,13
R06,soy vanilla,-12,optimal,0,2,NEAREST,26.51,44.05,0,1000,14
R06,soy vanilla,-12,optimal,1,-2,NEAREST,31.99,56.50,0,1000,12
R06,soy vanilla,-12,optimal,1,-1,NEAREST,30.43,53.98,0,1000,13
R06,soy vanilla,-12,optimal,1,0,NEAREST,28.09,48.01,0,1000,21
R06,soy vanilla,-12,optimal,1,1,NEAREST,27.23,46.01,0,1000,10
R06,soy vanilla,-12,optimal,1,2,NEAREST,26.51,44.05,0,1000,11
R06,soy vanilla,-12,optimal,2,-2,NEAREST,24.97,39.11,0,1000,10
R06,soy vanilla,-12,optimal,2,-1,NEAREST,30.63,54.01,0,1000,10
R06,soy vanilla,-12,optimal,2,0,NEAREST,24.97,39.11,0,1000,18
R06,soy vanilla,-12,optimal,2,1,NEAREST,27.23,46.01,0,1000,8
R06,soy vanilla,-12,optimal,2,2,NEAREST,26.58,44.00,0,1000,15
R07,raspberry / berry,-12,optimal,-2,-2,NEAREST,21.23,44.01,0,1000,5728
R07,raspberry / berry,-12,optimal,-2,-1,ACHIEVED,15.38,54.01,0,1000,4
R07,raspberry / berry,-12,optimal,-2,0,ACHIEVED,15.18,48.08,0,1000,34
R07,raspberry / berry,-12,optimal,-2,1,ACHIEVED,14.90,46.07,0,1000,36
R07,raspberry / berry,-12,optimal,-2,2,ACHIEVED,14.63,44.05,0,1000,34
R07,raspberry / berry,-12,optimal,-1,-2,ACHIEVED,17.56,56.57,0,1000,2
R07,raspberry / berry,-12,optimal,-1,-1,ACHIEVED,17.15,54.02,0,1000,3
R07,raspberry / berry,-12,optimal,-1,0,ACHIEVED,17.43,48.05,0,1000,45
R07,raspberry / berry,-12,optimal,-1,1,ACHIEVED,17.13,46.13,0,1000,30
R07,raspberry / berry,-12,optimal,-1,2,ACHIEVED,16.85,44.12,0,1000,45
R07,raspberry / berry,-12,optimal,0,-2,ACHIEVED,19.95,56.53,0,1000,3
R07,raspberry / berry,-12,optimal,0,-1,ACHIEVED,19.38,54.08,0,1000,3
R07,raspberry / berry,-12,optimal,0,0,ACHIEVED,19.65,48.12,0,1000,45
R07,raspberry / berry,-12,optimal,0,1,ACHIEVED,19.38,46.10,0,1000,22
R07,raspberry / berry,-12,optimal,0,2,ACHIEVED,19.41,44.51,0,1000,4
R07,raspberry / berry,-12,optimal,1,-2,ACHIEVED,20.23,56.57,0,1000,5
R07,raspberry / berry,-12,optimal,1,-1,ACHIEVED,20.50,54.07,0,1000,3
R07,raspberry / berry,-12,optimal,1,0,ACHIEVED,20.88,48.24,0,1000,10
R07,raspberry / berry,-12,optimal,1,1,ACHIEVED,21.63,46.07,0,1000,51
R07,raspberry / berry,-12,optimal,1,2,ACHIEVED,21.23,44.01,0,1000,12
R07,raspberry / berry,-12,optimal,2,-2,ACHIEVED,22.67,56.52,0,1000,11
R07,raspberry / berry,-12,optimal,2,-1,ACHIEVED,22.61,54.08,0,1000,6
R07,raspberry / berry,-12,optimal,2,0,ACHIEVED,22.65,48.14,0,1000,3
R07,raspberry / berry,-12,optimal,2,1,ACHIEVED,22.65,46.06,0,1000,4
R07,raspberry / berry,-12,optimal,2,2,ACHIEVED,22.63,44.09,0,1000,4
R08,banana,-12,optimal,-2,-2,NEAREST,24.09,44.04,0,1000,4818
R08,banana,-12,optimal,-2,-1,ACHIEVED,15.38,54.00,0,1000,211
R08,banana,-12,optimal,-2,0,ACHIEVED,15.40,48.00,0,1000,270
R08,banana,-12,optimal,-2,1,ACHIEVED,15.39,46.05,0,1000,73
R08,banana,-12,optimal,-2,2,ACHIEVED,15.38,44.00,0,1000,825
R08,banana,-12,optimal,-1,-2,ACHIEVED,17.79,56.56,0,1000,4
R08,banana,-12,optimal,-1,-1,ACHIEVED,17.79,54.07,0,1000,750
R08,banana,-12,optimal,-1,0,ACHIEVED,17.78,48.18,0,1000,273
R08,banana,-12,optimal,-1,1,ACHIEVED,17.79,46.08,0,1000,321
R08,banana,-12,optimal,-1,2,ACHIEVED,17.80,44.11,0,1000,61
R08,banana,-12,optimal,0,-2,ACHIEVED,20.19,56.59,0,1000,363
R08,banana,-12,optimal,0,-1,ACHIEVED,20.19,54.09,0,1000,4
R08,banana,-12,optimal,0,0,ACHIEVED,20.19,48.01,0,1000,352
R08,banana,-12,optimal,0,1,ACHIEVED,20.20,46.11,0,1000,171
R08,banana,-12,optimal,0,2,ACHIEVED,20.19,44.15,0,1000,14
R08,banana,-12,optimal,1,-2,ACHIEVED,22.60,56.64,0,1000,46
R08,banana,-12,optimal,1,-1,ACHIEVED,22.58,54.21,0,1000,32
R08,banana,-12,optimal,1,0,ACHIEVED,22.60,48.03,0,1000,98
R08,banana,-12,optimal,1,1,ACHIEVED,22.56,46.17,0,1000,7
R08,banana,-12,optimal,1,2,ACHIEVED,22.35,44.07,0,1000,64
R08,banana,-12,optimal,2,-2,ACHIEVED,24.99,56.53,0,1000,3
R08,banana,-12,optimal,2,-1,ACHIEVED,24.58,54.21,0,1000,51
R08,banana,-12,optimal,2,0,ACHIEVED,24.01,48.06,0,1000,7
R08,banana,-12,optimal,2,1,ACHIEVED,24.48,46.07,0,1000,61
R08,banana,-12,optimal,2,2,ACHIEVED,24.09,44.04,0,1000,93
R09,mango / tropical,-12,optimal,-2,-2,NEAREST,20.31,44.13,0,1000,2915
R09,mango / tropical,-12,optimal,-2,-1,ACHIEVED,15.40,54.03,0,1000,2
R09,mango / tropical,-12,optimal,-2,0,ACHIEVED,15.40,48.01,0,1000,11
R09,mango / tropical,-12,optimal,-2,1,ACHIEVED,15.39,46.03,0,1000,44
R09,mango / tropical,-12,optimal,-2,2,ACHIEVED,15.39,44.03,0,1000,36
R09,mango / tropical,-12,optimal,-1,-2,ACHIEVED,17.80,56.58,0,1000,3
R09,mango / tropical,-12,optimal,-1,-1,ACHIEVED,17.79,54.07,0,1000,4
R09,mango / tropical,-12,optimal,-1,0,ACHIEVED,17.80,48.06,0,1000,3
R09,mango / tropical,-12,optimal,-1,1,ACHIEVED,17.80,46.01,0,1000,35
R09,mango / tropical,-12,optimal,-1,2,ACHIEVED,17.80,44.07,0,1000,18
R09,mango / tropical,-12,optimal,0,-2,ACHIEVED,20.19,56.52,0,1000,2
R09,mango / tropical,-12,optimal,0,-1,ACHIEVED,20.20,54.04,0,1000,6
R09,mango / tropical,-12,optimal,0,0,ACHIEVED,20.20,48.07,0,1000,24
R09,mango / tropical,-12,optimal,0,1,ACHIEVED,20.20,46.18,0,1000,61
R09,mango / tropical,-12,optimal,0,2,ACHIEVED,20.13,44.21,0,1000,52
R09,mango / tropical,-12,optimal,1,-2,ACHIEVED,22.53,56.51,0,1000,52
R09,mango / tropical,-12,optimal,1,-1,ACHIEVED,22.29,54.18,0,1000,34
R09,mango / tropical,-12,optimal,1,0,ACHIEVED,21.08,48.06,0,1000,59
R09,mango / tropical,-12,optimal,1,1,ACHIEVED,20.70,46.17,0,1000,6
R09,mango / tropical,-12,optimal,1,2,ACHIEVED,20.41,44.27,0,1000,14
R09,mango / tropical,-12,optimal,2,-2,ACHIEVED,22.72,56.51,0,1000,5
R09,mango / tropical,-12,optimal,2,-1,ACHIEVED,22.61,54.02,0,1000,3
R09,mango / tropical,-12,optimal,2,0,ACHIEVED,22.65,48.16,0,1000,4
R09,mango / tropical,-12,optimal,2,1,ACHIEVED,22.66,46.23,0,1000,4
R09,mango / tropical,-12,optimal,2,2,ACHIEVED,22.62,44.04,0,1000,3
R10,lemon / citrus,-12,optimal,-2,-2,ACHIEVED,15.39,57.21,0,1000,36
R10,lemon / citrus,-12,optimal,-2,-1,ACHIEVED,15.23,56.20,0,1000,35
R10,lemon / citrus,-12,optimal,-2,0,ACHIEVED,15.13,50.24,0,1000,16
R10,lemon / citrus,-12,optimal,-2,1,ACHIEVED,15.18,47.22,0,1000,32
R10,lemon / citrus,-12,optimal,-2,2,ACHIEVED,15.29,44.17,0,1000,27
R10,lemon / citrus,-12,optimal,-1,-2,ACHIEVED,17.79,56.61,0,1000,25
R10,lemon / citrus,-12,optimal,-1,-1,ACHIEVED,17.47,54.44,0,1000,28
R10,lemon / citrus,-12,optimal,-1,0,ACHIEVED,16.67,53.89,0,1000,11
R10,lemon / citrus,-12,optimal,-1,1,NEAREST,17.87,46.23,0,1000,16
R10,lemon / citrus,-12,optimal,-1,2,NEAREST,17.82,44.16,0,1000,8
R10,lemon / citrus,-12,optimal,0,-2,ACHIEVED,19.87,56.95,0,1000,11
R10,lemon / citrus,-12,optimal,0,-1,NEAREST,20.21,54.08,0,1000,13
R10,lemon / citrus,-12,optimal,0,0,ACHIEVED,20.10,48.09,0,1000,2
R10,lemon / citrus,-12,optimal,0,1,ACHIEVED,20.12,46.26,0,1000,1
R10,lemon / citrus,-12,optimal,0,2,ACHIEVED,20.12,44.29,0,1000,1
R10,lemon / citrus,-12,optimal,1,-2,ACHIEVED,22.38,57.05,0,1000,1
R10,lemon / citrus,-12,optimal,1,-1,ACHIEVED,22.45,54.89,0,1000,1
R10,lemon / citrus,-12,optimal,1,0,ACHIEVED,21.47,49.84,0,1000,1
R10,lemon / citrus,-12,optimal,1,1,ACHIEVED,21.25,46.16,0,1000,0
R10,lemon / citrus,-12,optimal,1,2,ACHIEVED,21.41,45.55,0,1000,0
R10,lemon / citrus,-12,optimal,2,-2,ACHIEVED,22.74,58.93,0,1000,1
R10,lemon / citrus,-12,optimal,2,-1,ACHIEVED,24.81,54.37,0,1000,1
R10,lemon / citrus,-12,optimal,2,0,ACHIEVED,23.76,50.08,0,1000,0
R10,lemon / citrus,-12,optimal,2,1,ACHIEVED,22.62,46.57,0,1000,1
R10,lemon / citrus,-12,optimal,2,2,ACHIEVED,22.95,45.74,0,1000,10
R11,coffee,-12,optimal,-2,-2,ACHIEVED,15.36,58.95,0,1000,47
R11,coffee,-12,optimal,-2,-1,ACHIEVED,15.40,56.41,0,1000,40
R11,coffee,-12,optimal,-2,0,ACHIEVED,15.35,48.11,0,1000,14
R11,coffee,-12,optimal,-2,1,ACHIEVED,15.17,46.14,0,1000,36
R11,coffee,-12,optimal,-2,2,ACHIEVED,15.27,45.84,0,1000,113
R11,coffee,-12,optimal,-1,-2,ACHIEVED,17.73,57.89,0,1000,51
R11,coffee,-12,optimal,-1,-1,ACHIEVED,17.78,54.34,0,1000,35
R11,coffee,-12,optimal,-1,0,ACHIEVED,17.49,50.31,0,1000,9
R11,coffee,-12,optimal,-1,1,NEAREST,17.82,46.11,0,1000,18
R11,coffee,-12,optimal,-1,2,ACHIEVED,17.76,45.04,0,1000,7
R11,coffee,-12,optimal,0,-2,ACHIEVED,19.68,58.81,0,1000,30
R11,coffee,-12,optimal,0,-1,ACHIEVED,20.17,55.45,0,1000,20
R11,coffee,-12,optimal,0,0,ACHIEVED,20.20,48.21,0,1000,1
R11,coffee,-12,optimal,0,1,ACHIEVED,20.00,46.71,0,1000,1
R11,coffee,-12,optimal,0,2,ACHIEVED,19.27,44.08,0,1000,1
R11,coffee,-12,optimal,1,-2,ACHIEVED,22.59,56.70,0,1000,2
R11,coffee,-12,optimal,1,-1,ACHIEVED,22.05,54.03,0,1000,1
R11,coffee,-12,optimal,1,0,ACHIEVED,21.45,49.85,0,1000,0
R11,coffee,-12,optimal,1,1,ACHIEVED,21.31,47.67,0,1000,1
R11,coffee,-12,optimal,1,2,ACHIEVED,20.38,44.55,0,1000,2
R11,coffee,-12,optimal,2,-2,ACHIEVED,23.97,57.00,0,1000,1
R11,coffee,-12,optimal,2,-1,ACHIEVED,23.16,54.01,0,1000,2
R11,coffee,-12,optimal,2,0,ACHIEVED,22.69,52.33,0,1000,0
R11,coffee,-12,optimal,2,1,ACHIEVED,22.70,47.60,0,1000,1
R11,coffee,-12,optimal,2,2,ACHIEVED,22.79,45.85,0,1000,9
R12,caramel,-12,optimal,-2,-2,NEAREST,19.66,56.75,0,1000,47
R12,caramel,-12,optimal,-2,-1,NEAREST,20.12,54.02,0,1000,40
R12,caramel,-12,optimal,-2,0,NEAREST,17.78,48.22,0,1000,49
R12,caramel,-12,optimal,-2,1,NEAREST,17.71,46.69,0,1000,47
R12,caramel,-12,optimal,-2,2,NEAREST,17.60,44.92,0,1000,30
R12,caramel,-12,optimal,-1,-2,NEAREST,19.66,56.75,0,1000,43
R12,caramel,-12,optimal,-1,-1,NEAREST,20.12,54.02,0,1000,43
R12,caramel,-12,optimal,-1,0,ACHIEVED,17.78,48.22,0,1000,16
R12,caramel,-12,optimal,-1,1,ACHIEVED,17.71,46.69,0,1000,11
R12,caramel,-12,optimal,-1,2,ACHIEVED,17.60,44.92,0,1000,12
R12,caramel,-12,optimal,0,-2,ACHIEVED,19.66,56.75,0,1000,12
R12,caramel,-12,optimal,0,-1,ACHIEVED,20.12,54.02,0,1000,13
R12,caramel,-12,optimal,0,0,ACHIEVED,20.14,48.01,0,1000,11
R12,caramel,-12,optimal,0,1,ACHIEVED,20.11,46.28,0,1000,9
R12,caramel,-12,optimal,0,2,ACHIEVED,20.13,44.25,0,1000,11
R12,caramel,-12,optimal,1,-2,ACHIEVED,21.79,56.57,0,1000,13
R12,caramel,-12,optimal,1,-1,ACHIEVED,22.40,54.03,0,1000,10
R12,caramel,-12,optimal,1,0,ACHIEVED,22.57,48.03,0,1000,9
R12,caramel,-12,optimal,1,1,ACHIEVED,22.34,47.56,0,1000,1
R12,caramel,-12,optimal,1,2,ACHIEVED,20.80,44.41,0,1000,1
R12,caramel,-12,optimal,2,-2,ACHIEVED,24.97,56.61,0,1000,1
R12,caramel,-12,optimal,2,-1,ACHIEVED,25.00,54.04,0,1000,1
R12,caramel,-12,optimal,2,0,ACHIEVED,23.75,48.46,0,1000,0
R12,caramel,-12,optimal,2,1,ACHIEVED,22.99,46.25,0,1000,0
R12,caramel,-12,optimal,2,2,ACHIEVED,22.80,45.59,0,1000,1
R13,salted caramel,-12,optimal,-2,-2,NEAREST,20.07,56.71,0,1000,52
R13,salted caramel,-12,optimal,-2,-1,NEAREST,20.16,55.40,0,1000,47
R13,salted caramel,-12,optimal,-2,0,NEAREST,17.67,48.20,0,1000,26
R13,salted caramel,-12,optimal,-2,1,ACHIEVED,15.37,46.21,0,1000,13
R13,salted caramel,-12,optimal,-2,2,ACHIEVED,14.97,44.43,0,1000,10
R13,salted caramel,-12,optimal,-1,-2,NEAREST,20.07,56.71,0,1000,41
R13,salted caramel,-12,optimal,-1,-1,ACHIEVED,17.76,54.02,0,1000,13
R13,salted caramel,-12,optimal,-1,0,ACHIEVED,17.67,48.20,0,1000,12
R13,salted caramel,-12,optimal,-1,1,NEAREST,15.37,46.21,0,1000,27
R13,salted caramel,-12,optimal,-1,2,NEAREST,14.97,44.43,0,1000,20
R13,salted caramel,-12,optimal,0,-2,ACHIEVED,20.07,56.71,0,1000,10
R13,salted caramel,-12,optimal,0,-1,ACHIEVED,20.16,55.40,0,1000,9
R13,salted caramel,-12,optimal,0,0,NEAREST,17.67,48.20,0,1000,27
R13,salted caramel,-12,optimal,0,1,ACHIEVED,20.19,46.00,0,1000,4
R13,salted caramel,-12,optimal,0,2,ACHIEVED,19.64,44.50,0,1000,1
R13,salted caramel,-12,optimal,1,-2,ACHIEVED,22.49,56.51,0,1000,13
R13,salted caramel,-12,optimal,1,-1,NEAREST,22.64,54.19,0,1000,5
R13,salted caramel,-12,optimal,1,0,ACHIEVED,22.53,48.03,0,1000,1
R13,salted caramel,-12,optimal,1,1,ACHIEVED,22.43,47.87,0,1000,1
R13,salted caramel,-12,optimal,1,2,ACHIEVED,21.95,44.65,0,1000,1
R13,salted caramel,-12,optimal,2,-2,ACHIEVED,24.89,56.55,0,1000,2
R13,salted caramel,-12,optimal,2,-1,ACHIEVED,24.41,54.31,0,1000,1
R13,salted caramel,-12,optimal,2,0,ACHIEVED,23.71,48.30,0,1000,0
R13,salted caramel,-12,optimal,2,1,ACHIEVED,23.06,46.47,0,1000,1
R13,salted caramel,-12,optimal,2,2,ACHIEVED,22.72,45.49,0,1000,0
R14,pistachio,-12,optimal,-2,-2,ACHIEVED,15.25,56.56,0,1000,35
R14,pistachio,-12,optimal,-2,-1,ACHIEVED,14.88,55.44,0,1000,28
R14,pistachio,-12,optimal,-2,0,ACHIEVED,15.13,48.10,0,1000,19
R14,pistachio,-12,optimal,-2,1,ACHIEVED,15.18,46.04,0,1000,37
R14,pistachio,-12,optimal,-2,2,ACHIEVED,15.20,44.10,0,1000,26
R14,pistachio,-12,optimal,-1,-2,ACHIEVED,17.55,56.56,0,1000,26
R14,pistachio,-12,optimal,-1,-1,ACHIEVED,17.69,54.03,0,1000,29
R14,pistachio,-12,optimal,-1,0,ACHIEVED,17.72,48.02,0,1000,14
R14,pistachio,-12,optimal,-1,1,ACHIEVED,17.74,46.01,0,1000,14
R14,pistachio,-12,optimal,-1,2,ACHIEVED,17.60,44.02,0,1000,31
R14,pistachio,-12,optimal,0,-2,ACHIEVED,20.18,58.69,0,1000,15
R14,pistachio,-12,optimal,0,-1,ACHIEVED,19.67,55.33,0,1000,23
R14,pistachio,-12,optimal,0,0,ACHIEVED,20.02,53.88,0,1000,5
R14,pistachio,-12,optimal,0,1,ACHIEVED,19.75,46.97,0,1000,5
R14,pistachio,-12,optimal,0,2,ACHIEVED,19.98,44.07,0,1000,5
R14,pistachio,-12,optimal,1,-2,ACHIEVED,20.80,56.78,0,1000,6
R14,pistachio,-12,optimal,1,-1,ACHIEVED,21.76,54.11,0,1000,5
R14,pistachio,-12,optimal,1,0,ACHIEVED,22.44,49.88,0,1000,6
R14,pistachio,-12,optimal,1,1,ACHIEVED,22.56,48.00,0,1000,6
R14,pistachio,-12,optimal,1,2,ACHIEVED,22.55,45.99,0,1000,10
R14,pistachio,-12,optimal,2,-2,ACHIEVED,22.64,56.68,0,1000,7
R14,pistachio,-12,optimal,2,-1,ACHIEVED,22.67,54.17,0,1000,3
R14,pistachio,-12,optimal,2,0,ACHIEVED,22.72,48.01,0,1000,3
R14,pistachio,-12,optimal,2,1,ACHIEVED,22.65,46.23,0,1000,10
R14,pistachio,-12,optimal,2,2,ACHIEVED,23.25,44.38,0,1000,12
R15,hazelnut,-12,optimal,-2,-2,ACHIEVED,15.39,58.62,0,1000,46
R15,hazelnut,-12,optimal,-2,-1,ACHIEVED,15.21,56.39,0,1000,39
R15,hazelnut,-12,optimal,-2,0,ACHIEVED,15.32,53.91,0,1000,14
R15,hazelnut,-12,optimal,-2,1,ACHIEVED,15.40,47.85,0,1000,35
R15,hazelnut,-12,optimal,-2,2,ACHIEVED,15.37,45.70,0,1000,25
R15,hazelnut,-12,optimal,-1,-2,ACHIEVED,17.61,56.54,0,1000,4
R15,hazelnut,-12,optimal,-1,-1,ACHIEVED,17.64,54.05,0,1000,32
R15,hazelnut,-12,optimal,-1,0,ACHIEVED,17.80,51.18,0,1000,15
R15,hazelnut,-12,optimal,-1,1,ACHIEVED,17.73,47.91,0,1000,21
R15,hazelnut,-12,optimal,-1,2,ACHIEVED,17.72,45.91,0,1000,21
R15,hazelnut,-12,optimal,0,-2,ACHIEVED,20.14,56.61,0,1000,13
R15,hazelnut,-12,optimal,0,-1,ACHIEVED,20.19,54.04,0,1000,28
R15,hazelnut,-12,optimal,0,0,ACHIEVED,20.08,48.15,0,1000,11
R15,hazelnut,-12,optimal,0,1,ACHIEVED,20.16,46.11,0,1000,7
R15,hazelnut,-12,optimal,0,2,ACHIEVED,20.18,44.11,0,1000,13
R15,hazelnut,-12,optimal,1,-2,ACHIEVED,22.56,56.58,0,1000,4
R15,hazelnut,-12,optimal,1,-1,ACHIEVED,22.44,54.08,0,1000,6
R15,hazelnut,-12,optimal,1,0,ACHIEVED,22.60,48.15,0,1000,14
R15,hazelnut,-12,optimal,1,1,ACHIEVED,22.60,46.04,0,1000,8
R15,hazelnut,-12,optimal,1,2,ACHIEVED,22.45,44.08,0,1000,5
R15,hazelnut,-12,optimal,2,-2,ACHIEVED,24.97,56.51,0,1000,11
