ingredient_id,display_name,category,subcategory,product_form,active,approved_for_base,approved_for_engines,technical_composition_complete,missing_technical_fields,pod_pac_inputs_complete,provenance_status,source_confidence,source_type,process_status,dosage_known,price_known,mapper_reference_product_id,product_version_id,current_binding_id,current_product_behavior_state,current_main_policy_status,current_binding_status,current_picker_status,searchable_before,searchable_after,selectable_before,selectable_after,base_addable_before,base_addable_after,pi_calculable_before,pi_calculable_after,current_block_reason,final_block_reason,correction_action
PI-ING-000001,ADVOCAAT LIQUEUR 15% · Liqueur,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,deed1d53-cfe1-2109-95f6-e910075ccf41,8ae257ae-5c0c-408e-990d-b11548a87d20,6e6f4524-edd8-44ff-bc0c-1abdb0967b3a,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000002,APEROL · Italian Aperitif · 11% Vol,alcohol,aperitif,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified / PI Calculated,96,Official Campari Group nutrition + PI calculation,COLD_PROCESS_OK,TRUE,FALSE,3483bf13-e0f2-1440-e1b3-2ca3455513b5,1e93416e-f2bc-401e-89fa-abedbbebc21c,2d79a12a-99b7-42e5-8978-9da22e6f782a,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,ECO_COST:price_missing,Technical PI allowed; add a valid private/reference price for complete ECO cost
PI-ING-000003,BAILEYS ORIGINAL · Irish Cream Liqueur · 17% Vol,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,99,Official Baileys nutrition per 100 ml,COLD_PROCESS_OK,TRUE,TRUE,e27df4f5-c612-298b-a2bf-bf0e1ead58e4,b9141f4c-88de-4285-81b7-d916d5758650,c5802415-c9ba-4249-aee9-090ec8e4af40,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000004,BEER LAGER 2.6% · Beer,alcohol,beer,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,93e82ee3-2805-7979-db0d-27aea1b7eace,e8f1b2a7-8a23-4c7a-b2d1-a86ff651d526,118fdc79-f43b-4035-832d-65626ffde41e,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000005,BEER LAGER 4.4% · Beer,alcohol,beer,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,32c35f31-df2b-b209-b826-73b0fc5eb375,b8337d80-a03c-4d25-b489-ead432c4b2c3,2d5b177f-87ea-4809-a218-6768b4bd164e,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000006,BEER STRONG 7.6% · Beer,alcohol,beer,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,adf44734-52c6-4af9-d83e-9cc9400bb181,83004845-1af4-4458-8a87-d4bb95c29165,acce7da2-87e1-479e-8e9f-281900ff1acf,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000007,BRANDY 36% · Spirit,alcohol,spirit,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,253b3021-704b-9dc5-bc86-fa08ef3e5475,c672aab8-f539-4fd3-ae9e-f6f4711a0895,439528bf-1a65-4c3c-a219-b4adf06c1fe8,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000008,FRUTTI DI BOSCO · Babbi Crumble · 1300116,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,9cad243f-14f1-7c37-0e79-95a84a819429,74dafd23-7783-4e74-b944-40114794f9db,6667fe47-88bc-437b-87b2-0ba48d8e45ca,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000009,CARAMEL · Stella Crumble · 8943,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,a6444baf-1d80-77fd-d4e3-3e947eda5bf8,d325e2ae-3837-4e2a-8d9d-39fcbd0d14b9,e5b3ceb5-c44e-458f-9c34-968c9c6677a6,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000010,BURRO · Babbi Crumble · 1300112,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,24f5ce05-7634-41ee-cac0-3bc0aa6d9ff7,5de2dc9e-09a2-4547-802c-a95b9f22aad5,b6bab14c-18d8-44b4-b32b-9c2cc11c97f9,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000011,CARAMELLO · Babbi Crumble · 1300110,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,efb38d6e-da01-8754-ba3e-8bec427d2468,e6d58473-f80c-4cc7-a9c2-ccd8d4b7fce6,a777980a-2605-4484-8434-59884191685c,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000012,CLASSIC · PreGel Crumble · ST-64422,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,2feb2806-69d4-e5a4-32f2-a47aa611ddf2,61a4ced3-616d-4db4-9cb2-0bf07128bf60,7c908e23-1f7e-4041-989a-c7042fda8a32,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000013,CLASSIC · PreGel Crumble · Gluten-Free · ST-66622,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,4b1f6174-b869-a337-538c-46bbf07d3d26,c59f2bc6-84a8-4d71-9280-b5f5eb61cac3,b05632d1-4b47-4e4b-b650-d99be6daa466,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000014,RED BERRIES · PreGel Crumble · ST-61442,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,1513f26c-aa43-e902-bcc8-6a991da25541,3c67c0af-b22b-4b5e-b275-d9c506977eeb,814f8c1d-7794-49bd-85d6-b73a5e00049c,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000015,LEMON · PreGel Crumble · ST-95222,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,7bc74a76-fddd-568f-3bee-99078a81fa23,2a4115e7-306a-45d0-af54-23053d096cf2,ae3fa79d-6482-41ad-9145-7ff765f096e1,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000016,OTTO CARAMEL · PreGel Crumble · ST-65542,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,1ce2b63a-9b9e-a613-2bbf-e7e138966943,5e08319b-0790-46c0-9f6e-f51bb0063688,2f1d8916-ee2d-4243-83e0-23ea5d6b889d,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000017,PISTACHIO · PreGel Crumble · Gluten-Free · ST-23822,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,b096425d-87f1-f787-83dd-dbe7ee148726,856762a8-07e7-4016-a158-c2164ef679b5,893aa42f-898b-4c5f-aac2-35130d409bf3,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000018,COCOA · PreGel Crumble · ST-64922,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,67b4d1e9-0720-f03e-ff4a-5e0dad178f8e,70f7ea44-eba0-4f35-af27-07e5530be3cb,8171f132-5ad1-4309-8f01-afeba0b1742d,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000019,EXTRA DRY SPARKLING WINE · Prosecco,alcohol,prosecco,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,6f677388-a069-0481-4643-1c4a86206856,899225e9-3d45-487a-8c3e-4112f8b0c8b2,f33c6601-436d-494f-8fff-5028eda1125b,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000020,CREAM ZABAIONE MARSALA FLORIO · Stella Marsala · 8537,alcohol,marsala,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,af548253-4324-4ec8-56c9-c89e65533d77,f75ed2bf-686e-4edf-86b0-93ebf22b2d6d,afebfd4b-ffc9-4d28-950b-ffe7505a6f29,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000021,JOYCREAM CRUMBLE 5 · Irca Crumble · 01011427,bakery,bakery_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,67641796-29f8-f068-56b6-8544a7b85df1,33ebd8d6-ed60-4a37-9694-383c63152297,81007694-ef00-4750-9f6c-e1d901872080,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000022,LIQUEUR COFFEE CREAM · Liqueur,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,5780aa2a-412c-194b-5621-d64c14a6bb8a,8e729021-7b30-4e9f-893c-3be50537f40f,f0c1ab6c-51e9-4412-9658-8717c1fdba64,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000023,LIQUEUR COFFEE · Liqueur,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,31c1742a-abc4-8a53-ccf5-19e3e6cdcdf3,e3518237-8c0e-4d18-8f24-8a066c33ad0d,25d5de80-48ef-47e4-a4e0-aa172996d968,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000024,LIQUEUR CURACAO · Liqueur,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,8ffc91eb-4152-b17d-73b6-e1406ea569a4,f936442a-9286-48d8-87f7-37949cfb4783,546f3285-c1a7-4a7c-8bee-a3bbb62ac54c,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000025,MALAGA MARSALA · Fabbri Marsala · 0004302,alcohol,marsala,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,ab898324-fad8-c2b7-d2cc-bc9c66dd9794,4a77f26a-ed21-401b-9be8-a5f792db6e00,1fcf4237-1c7c-4056-a8c4-6d497871a8c4,MAIN_ALLOWED,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000026,MALIBU ORIGINAL · Coconut Flavoured Rum Liqueur · 21% Vol,alcohol,liqueur,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,99,Official Pernod Ricard nutrition per 100 ml,COLD_PROCESS_OK,TRUE,TRUE,07e7d2d4-3982-d6e8-b8ee-f6188fb70f36,1a25485f-6a22-42ab-af28-09dbdd71ba33,376ace36-da0e-497a-a8ff-76553e99085e,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000027,MARSALA WINE DOLCE 18% · Fortified Wine,alcohol,fortified_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,f350d9cc-6c3c-6960-1f1e-8495c95089ac,23684a23-08ff-4039-8b2f-ddf583aeadae,8ebff609-10f6-47cb-a29c-673b1088d26d,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000028,MASCARPONE ZABAIONE CREAM CR · CFC Alcoholic Component,alcohol,alcoholic_component,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,33cafc08-5e0a-e038-8daa-e98ecce101a5,0dae5439-5d99-4503-9f74-ce90c6c3b7a1,29d1cd66-9cb1-42a1-a6cf-3bc1a890646b,MAIN_ALLOWED,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000029,PANNACREMA RUM · PreGel Rum · ST-80876,alcohol,rum,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,a900061c-c7b5-9e63-7375-852ec3027925,c8437707-8dcb-4db0-82e3-03fe9372efdc,303e4252-f4de-4172-b75a-48406549fe4c,MAIN_ALLOWED,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000030,RUM TRUFFLE CR · CFC Rum,alcohol,rum,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,324bcdd2-5107-5a08-a248-d12fecfa857a,9c872185-7ffa-496d-a4dc-05cf668ebf59,94704bc9-1202-43a8-b311-e499e421f501,MAIN_ALLOWED,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000031,PRICKLY PEAR INDIAN FIG · Fresh Fruit,fruit,fruit_profile,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Estimated,98,General,COLD_PROCESS_OK,TRUE,TRUE,e10571bb-247a-e3aa-d2ff-e0c7b52d542d,e7e467bc-f2b7-4500-889c-da9158f35c2b,f82740d7-b524-484d-949d-8679ce4e7676,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,Dane szacowane,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,BASE_SELECTION:provenance_status=Estimated,NONE,NO_ACTION_REQUIRED
PI-ING-000032,RED WINE DRY · Dry Wine,alcohol,dry_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,551dd23e-794c-8eac-04b1-e19aeeded784,42e30638-5b73-4eff-8f6b-dfa8e1e784d7,239a39e0-8e9e-408f-b639-a56f5320f35e,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000033,RED WINE · Wine,alcohol,wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,6526563b-7ac4-3623-6f7b-dbc042cf2f40,e6f12305-9def-4dbd-b3f7-5d8b5f52ca9a,45b8e658-713e-48e6-b0c4-86b06b55bcbf,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000034,RHINE WINE · Wine,alcohol,wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,98d4d065-c04b-60eb-fc46-19e46e3b074b,3145070a-6169-4a38-be15-7383fe1d476a,25a30283-22fb-4138-aad0-0a32f55bfa92,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000035,RUM 37.5% · Spirit,alcohol,spirit,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,e785b296-1f51-837b-3513-8fca5d2c42dc,7c1676ee-811b-48dd-b046-9c9c6eef5c51,5e6d1e2c-fda2-496f-8f60-c93a5d745e61,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000036,RUM,alcohol,rum,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,8590405d-cde8-4100-de11-21d9e698f583,dc65b189-b47b-4174-a907-b1c209e871e5,fd0cb4ae-780a-4058-aa4b-98753c04f5bf,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000037,VODKA,alcohol,vodka,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,71d1d2b5-2045-c711-711b-64e1179badc9,cd39cbea-b9c8-4bdb-aede-2ed1bcd03285,9882ac2e-3f45-4aa2-9dac-855fd7cb02ba,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000038,WHISKY 40% · Spirit,alcohol,spirit,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,c4e8415e-72b2-eb2e-fb25-2197e5d43159,8724418d-f66d-4ad6-82eb-5503a920bd99,9869bea4-3717-4609-a9f7-eb93bdca1c3c,MAIN_PROFILE_SPECIFIC,COVERED,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000039,WHISKY · Spirit,alcohol,spirit,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,4515489b-4baa-f631-7b6e-1b0574bfe6ad,edafa1b8-8eaf-4887-8fe6-f4111f2c22b8,990be853-4dfa-4c67-820d-5d3456b1f821,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000040,WHITE SPARKLING WINE · Sparkling Wine,alcohol,sparkling_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,8df29983-9d27-3b44-bde1-75b41a518c9d,03427ff8-e5e1-4c11-bea8-663f0c9eeec5,7d3392d0-a4c8-42bf-87d1-bf6a993d4b7d,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000041,WHITE WINE DRY · Dry Wine,alcohol,dry_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,44ab23cd-4488-3d37-1c84-a5004cc5ff5a,0de8edc9-a03e-4b04-8d8c-ffb34907719a,93e25f25-b6ce-4d51-b6ee-6403c7464007,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000042,WINE ROSE · Rose Wine,alcohol,rose_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,06a99e39-789b-6909-5b00-bfc8bedee0da,4a723c64-ebeb-45ef-a386-b1ccbc080332,c6ace5d6-002e-4118-bdd1-ddaa890759ee,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000043,WINE WHITE SWEET · Sweet Wine,alcohol,sweet_wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,3d2dbb35-536f-5962-1668-b944b01a53ce,76f1bd3b-67c2-40b3-8749-09d4a99b0bd8,08f497a1-7651-477f-bcd5-2df4cbca76aa,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
PI-ING-000044,WINE WHITE · Wine,alcohol,wine,alcoholic_beverage,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,TRUE,TRUE,2b80c92b-cccd-3178-25eb-2c7e63194b49,6c981499-9fb4-425d-9232-3dfbae0edae7,72eecb95-1408-4ba4-87a2-e0b6193d3358,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,NONE,NO_ACTION_REQUIRED
