ingredient_id,display_name,category,subcategory,product_form,active,approved_for_base,approved_for_engines,technical_composition_complete,missing_technical_fields,pod_pac_inputs_complete,provenance_status,source_confidence,source_type,process_status,dosage_known,price_known,mapper_reference_product_id,product_version_id,current_binding_id,current_product_behavior_state,current_main_policy_status,current_binding_status,current_picker_status,searchable_before,searchable_after,selectable_before,selectable_after,base_addable_before,base_addable_after,pi_calculable_before,pi_calculable_after,current_block_reason,final_block_reason,correction_action
PI-ING-000103,DARK CHOCOLATE 75% · Pi-NUTS Chocolate · Dry,chocolate,dark_chocolate,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,52024b69-72aa-fd09-9d61-896d63319f69,bcccb7c2-448e-43fe-b403-21b966be0810,1fa07925-0be8-4706-bfe3-84dc529165d2,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000104,DARK CHOCOLATE · Barbara Luijckx Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,0e758d23-e49b-fd92-35d8-0a47abfb4994,72cf01d3-2332-495b-ae8a-b6c698a555f9,1630c274-0740-4e3c-b3a5-0d7076a79eee,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000105,DARK CHOCOLATE 01B · Callebaut Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,e2c0ab73-8ce9-950c-624b-b6323da8496c,a7585768-2769-48b4-b12a-43b741128efc,c3c9d8a6-6d2c-4c42-8e69-6a400e478053,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000106,DARK CHOCOLATE E4 U71 · Callebaut Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,6a8941cb-9053-1c71-4064-96aa0d70a4f9,eb875fec-b3d2-4875-8875-eab63c841e83,87efc3e6-54b0-4cc1-9fb1-19f4d8876d5b,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000107,DARK CHOCOLATE E4 U71 · Callebaut Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,25e22f35-c0bb-463e-827f-084c0492167f,89c0ce2b-949d-4229-92a5-dff475b0c2e5,afdfae33-6867-4591-877e-8dcdd1d0bdd1,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000108,DARK CHOCOLATE 01B · Callebaut Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,e1a52a13-5cb0-3bbf-88d8-5c04517a5344,4d8c94af-8567-49b6-a409-3748ba21913c,9ca84ff4-c8fb-4aa6-9327-b12db9ef3925,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000109,DARK CHOCOLATE MABEL COCOA 56% · ICAM Couverture · Dry · 080008416,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,9cc61ca0-6990-e081-0221-23fa01d72d3d,144a494f-b8d6-454b-906e-2b3e1442ab15,141bc725-1a99-4a67-8958-9d42673118bc,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000110,DARK CHOCOLATE Q11 86A · Sicao Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,33e5c144-0cad-46c0-9f85-d3352b150432,5e56e368-e69f-4840-b8f1-3a3e101862e7,b6dea532-d4dc-4222-9cc0-b7d1676b6fa8,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000111,DARK CHOCOLATE VANINI 72% · ICAM Couverture · Dry · 080008425,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,ab442aeb-cad2-def8-b975-8b85d3f2530e,d9e0b6db-c0d3-440c-a16e-1da4db40b2fd,007b5fc5-5edc-402c-80cc-5c7a1228432c,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000112,DARK CHOCOLATE NV · Schokinag Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,d9b5353a-de26-4dae-c670-23e1d1162a5e,bfb8dbcf-0d50-4e62-9bc8-e1573a5e1d29,13a46f3e-75d3-4dad-b940-b4cfaf7051d6,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000113,DARK CHOCOLATE VANINI KAMES · ICAM Couverture · Dry · 8310,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,765818bd-7b81-d60a-0bac-529645db5fcb,f569a4e4-ba17-4400-8011-fa4667d24ecc,a89be82d-b012-476a-97e2-c80d02a3c07c,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000114,DESSERT CHOCOLATE 72% · Barima Couverture · Dry,chocolate,dark_chocolate_couverture,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,aa9253dc-1485-1265-34c7-8bf92960a1b5,26a5f0ba-0f92-454f-baf3-588a1eef8554,ccda528a-13df-4a95-be96-316b20c90af2,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000115,FONDENTE · Irca Chocolate · Dry · 01011137,chocolate,dark_chocolate,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,ad742eb8-65f5-9e3b-2148-01e81f8f6799,46e20888-78e8-4644-9e9c-6091a07db901,20a4648d-9063-4084-925e-9ee2ae96c7e1,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000116,WAFERNUT CLAIR · Irca Cocoa Powder · 01011074,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,edb796e7-a18e-2fba-89a8-3bd49739a94a,ff3e00f9-e4c5-40c5-b06b-1e1135fd6ba5,bae5eff1-d0b5-4c37-8491-ee942b9ce500,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000117,WAFERNUT NOIR · Irca Cocoa Powder · 01011069,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,274e37d0-137c-d2e0-9881-e3d347fa7295,330eea8e-7a5a-4610-bb95-bca737c30799,e8ead40a-6d0c-4a1b-b7a0-c5d30b4349c2,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000118,MILK CHOCOLATE 33% · Pi-NUTS Chocolate · Dry,chocolate,milk_chocolate,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,1d6cf030-0a17-0f82-84f7-43e0b47d1bd8,bb295871-0be1-4321-9ffc-3171c5da3b16,335feeef-c8be-439b-bd50-7317f642942f,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000119,MILK CHOCOLATE 33.6% · Callebaut Couverture · Dry,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,2e4162c3-2e11-c260-8dc3-a64bcd79e1f6,8a06a33f-766c-4b27-aaca-28edd1e2e40b,5ec22d82-e182-4522-9ddc-6a7a29e39e33,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000120,MILK CHOCOLATE E4 U71 · Callebaut Couverture · Dry,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,e61ee551-98af-ae0a-43a7-8414d62cc391,e4581f78-dd29-4aa2-8374-705634e486b2,0e367ea6-3580-436f-b8fc-06670b872ca9,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000121,MILK CHOCOLATE 86A · Sicao Couverture · Dry · T92941,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,685d0fdc-1e6d-6316-5688-64eb11290676,6a123932-15d3-494a-a375-c7dbfb28fad8,959debe1-6727-4c46-a362-e98b71029140,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000122,MILK CHOCOLATE COCOA 32% · ICAM Couverture · Dry · 080008443,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,12d2c229-197d-6a3e-da79-cadf43170cc3,44250aa2-6734-4f7d-b2d9-7b7363f2882a,2ddfd5e7-4d1b-4ce5-b63e-5b4c2fd6aa38,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000123,MILK CHOCOLATE · Sicao Couverture · Dry · T92941,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,0cf1f3a2-9ce2-84cf-7d5f-79c8db0f76d1,6a9f96f1-1655-4688-97b3-45748bf8d49a,98876e28-e6e0-4903-bcdd-ccbbbfa5c1c6,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000124,NUTELLA · Ferrero Cocoa Powder,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,0d932c9a-7838-a781-921f-de70f5af7b90,de987472-3077-4535-9b30-0ae311f9e4f5,db5c5667-741e-4cad-b662-17c7c3f8614a,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000125,NUTGEL BLACK · Stella Cocoa Powder · 8778,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,b9a65a7b-7f06-4332-47f7-bf3f9720041d,b7f7672a-5966-4657-9193-599c45609b28,441202d2-6f38-496a-8de3-fcfe0df0ae9b,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000126,NUTGEL CAFFE · Stella Chocolate · Dry · 8785,chocolate,white_chocolate,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,dc5f5944-fa55-4888-461e-3c29e8d81c88,9d3f7991-cabf-4a92-b2cb-99f6561d7760,ef76de53-84a7-476a-a8fb-148c2e12f4f3,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000127,NUTGEL LEMON · Stella Chocolate · Dry · 8462,chocolate,white_chocolate,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,e05908b4-ad12-2303-a466-8e708a8b9a0c,f76e50bb-5313-43a5-b24a-a4ffc92c2e76,359377f7-6a33-4f0d-9fc9-fd0742de2477,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000128,NUTGEL MUCHO · Stella Paste · Dry · 8782,chocolate,hazelnut_paste,paste,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,UNKNOWN,FALSE,TRUE,e57fe06f-5d29-0662-9b6a-79eb718ade30,d6a7421f-5892-4ee7-8b5f-85ac40bcca75,7c71a432-1466-4168-bef0-48a2275ac712,MAIN_ALLOWED,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PROCESS_PRODUCTION:process_status=UNKNOWN;PI_AT_0G:grams_required,"Technical PI allowed; add exact process evidence before automatic Process/Production guidance;Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000129,NUTLY CR · CFC Chocolate · Dry,chocolate,cocoa_butter,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,00d48098-56c1-87ec-5596-52fa90913267,146a4be9-967b-4b16-83f2-05720ae1e762,32a5da5c-070c-4e25-a4f4-fbc437df583d,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000130,NUTTY BLACK · Fabbri Cocoa Powder · 0025698,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,b6e75cd9-8215-4822-89d3-313063a87a49,093ea849-238b-430c-bd12-589edcb50b7b,30748851-58ca-4f78-9afa-dba3a70255d6,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000131,NUTTY CEREALS · Fabbri Cocoa Powder · 0010568,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,e99af2ba-4110-2170-6272-da58afea130f,ff5aa243-993f-464c-8d1e-8f64fb564689,ed0f2f7f-5738-40c1-9d32-0f9ced5dabca,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000132,NUTTY · Fabbri Cocoa Powder · 0004467,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,d1f5b3e1-409b-0842-25a5-8e27103d45bf,3f0d5583-a4f1-4a62-829c-e5f50bd1b278,a8e1aa2f-a873-4145-9300-d4bdb2ba05ef,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000133,NUTTY NERO · Fabbri Cocoa Powder · 0010567,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,464cceac-74cc-c45a-6edd-1d1cb34ba0e2,5ffb3cbf-c7c6-4447-9287-487214837ae3,e5294bf5-dcc7-4fb3-ae1d-a42d8746d667,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000134,NUTTY WOW HAZELNUT COCOA · Fabbri Cocoa Powder,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,dee9411e-afde-7c67-1f07-ec66230fdbff,027ca4c8-9d34-42fa-b867-b2b551c1d1d2,888da6ca-7876-44b9-87b3-d371af547839,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000135,MILK CHOCOLATE · Barry Callebaut Couverture · Dry · BIO · T25BIOZL,chocolate,milk_chocolate_couverture,milk_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,605e8bf0-4744-7acb-dc89-14fa03dbd76d,92b0ec88-3d06-4c0c-9b33-abcc5cd5e2ea,f7f2f63b-bfd2-417e-b93a-652aa73d8141,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000136,CIOCCOCREAM · Albert Chocolate · Dry,chocolate,chocolate_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,UNKNOWN,FALSE,TRUE,5f37ede4-7d57-3f0d-d26b-9f49aa865622,8fef2ad2-4b66-4411-8f19-2a37456a5fa4,aed735b3-0ff9-4356-927d-9aa07818cdf3,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PROCESS_PRODUCTION:process_status=UNKNOWN;PI_AT_0G:grams_required,"Technical PI allowed; add exact process evidence before automatic Process/Production guidance;Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000137,PEANUTS · Fabbri Cocoa Powder · 0004432,chocolate,cocoa_powder,cocoa_powder,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,COLD_PROCESS_OK,FALSE,TRUE,62dcc7b0-897a-668c-00b1-26aaaebdb7f9,d22ebd50-4427-4fd2-b7fe-137b7f8f5a47,75386371-eef1-4fa3-8b3a-aeaee9d22dd3,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000138,CIOCCOLATO · Giuso Chocolate · Dry · 00613014,chocolate,chocolate_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,UNKNOWN,FALSE,TRUE,fb5b21c2-81bc-8262-7758-2e5dad5d6fcc,e54de9b7-aa1d-4697-a74e-6c48ec68f61a,a28cde60-9514-496b-b85c-9e0826284299,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PROCESS_PRODUCTION:process_status=UNKNOWN;PI_AT_0G:grams_required,"Technical PI allowed; add exact process evidence before automatic Process/Production guidance;Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000139,CIOCCOLATO · Giuso Chocolate · Dry · 00613014A,chocolate,chocolate_component,UNRESOLVED,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,UNKNOWN,FALSE,TRUE,742c7a31-41d5-ce25-07a6-7c00a19dbc06,549d344a-8fe2-4711-8ffb-2eab1b2bb0d5,ccec58e2-38b6-4932-8996-3467e93d7d48,UNKNOWN_REQUIRES_EVIDENCE,BLOCKED_DATA,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PROCESS_PRODUCTION:process_status=UNKNOWN;PI_AT_0G:grams_required,"Technical PI allowed; add exact process evidence before automatic Process/Production guidance;Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
PI-ING-000140,NERO FONDENTE · Comprital Chocolate · Dry · PC717,chocolate,dark_chocolate,dark_chocolate,TRUE,TRUE,TRUE,TRUE,NONE,TRUE,Verified,98,General,HEAT_REQUIRED_FOR_FUNCTION,FALSE,TRUE,88ea4d6c-0bcf-9728-8dbe-b258b6e5263e,86594477-bbdc-4db9-8b33-8d39e86d0b49,1914b22f-669a-4c59-9bb5-f4359dad0d71,MAIN_ALLOWED,BLOCKED_SCIENCE,ready,PINGÜINO — SPRAWDZONY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NONE,PI_AT_0G:grams_required,"Add at 0 g, then enter at least 1 g from producer guidance or the user recipe"
