ingredient_id,name,category,subcategory,family,subfamily,form,role,profiles,capability,calibration_level,policy,blocked_reason,provenance,confidence
PI-ING-000576,DULCE LECHE KAYMAK · Paste,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000577,FRUIT BASE 30 · Gourmego Base Mix · 40220 / 40230,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000578,MATER 50 VERO F · Base Mix · PC0000,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000579,F 50 · Fugar Base Mix · 41125,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000580,GRANELLA CROCCANTE · Torronalba Paste · 0011,nut,hazelnut_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000581,MENNULA · Iannino Paste,nut,almond_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000582,GUMMY · Fugar Paste · 41568,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000583,NATURALOVE PINK · Liogel Base Mix · 5163,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000584,KAJMAK · Alfapro Paste · 0008096,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000585,DOTTA SRL GIANDUIA · Iannino Chocolate,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000586,NINA COLORE PISTACHIO · Iannino Paste,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000587,NINA PISTACHIO · Iannino Paste,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000588,NONNA DELIZIA · Iannino Paste,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000589,PASSION · Toschi Variegato · GTL45,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000590,PISTACCHIO VERDE BRONTE DOP · Anselmi Paste · 100% Nut · 292553AN,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000591,ADVOCAT · Barbara Luijckx Paste,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000592,ARACHIDE · Torronalba Paste · 0066,nut,peanut_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000593,BAKLAVA · Expertarom Nut · 873307,nut,nut_component,nut,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000594,BUENO WHITE CREAM · Linea Gel Variegato · FIV103,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000595,CARAMEL MOU · Paste,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000596,CARAMELLO MARTINI · Paste · AJ00AK,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000597,CIOCCOLATO BIANCO · Torronalba Chocolate · 0482,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000598,COCCO · Expertarom Paste · 873135,coconut,coconut_paste,coconut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000599,CREM CARMEL · Torronalba Paste · 0121,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000600,ELDERBERRY · Barbara Luijckx Paste,fruit,fruit_flavor_paste,fruit,berry,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000601,FARINA BONA · Toschi Paste · GTS092,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000602,GIANDUJA · Torronalba Paste · 0022,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000603,JAMAICA RUM · Barbara Luijckx Paste,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000604,LAVENDER · Barbara Luijckx Paste · 23820,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000605,MACARON PEZZI · La Preferita Bakery Inclusion,bakery,bakery_component,bakery_cookie,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000606,CREAM MARZIPAN · Gelatop Dreidoppel Paste · 25708,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000607,NOCCIOLA JULIA DARK · Expertarom Paste · 873150,nut,hazelnut_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000608,NOCCIOLA N · Torronalba Paste · 0005,nut,hazelnut_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000609,PASTAROM VANILIA · Barbara Luijckx Paste · 67310,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000610,PISTACCHIO CORINTO · Expertarom Paste · 873132,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000611,PISTACCHIO ORO · Torronalba Paste · 0403,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000612,PISTACCHIO SICILIA · Torronalba Paste · 0057,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000613,PISTACHIO · Fresh Gelato Paste,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000614,PISTACHIO · Aldori Paste · 100% Nut,nut,pistachio_paste,nut,,pure_nut_paste,MAIN_PROFILE_SPECIFIC,milk_gelato|protein_gelato|vegan_gelato,MAIN_CAPABLE,EXACT_PRODUCT,main-pistachio-pure-paste-dairy-0614|main-protein-pistachio-0614|main-pure-nut-paste-dairy|main-vegan-pistachio-paste-0614,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000615,SUPER SMOOTH PISTACHIO · Pistacje.pl Paste · 100% Nut,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000616,POPCORN · Aromitalia Paste · 3463,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000617,PRALINE TRUFFLE · Barbara Luijckx Chocolate · 21204,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000618,ROSE · Barbara Luijckx Paste · 25320,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000619,VANIGLIA BON GR · Torronalba Paste · 0337,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000620,YUZU · Zentis Paste · 198244,fruit,fruit_flavor_paste,fruit,citrus,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000621,SEA BUCKTHORN · Gelatop Dreidoppel Paste · 44706,fruit,fruit_flavor_paste,fruit,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000622,PISTACCHIO · Iceberg Paste · CR20,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000623,PISTACHIO VERDE MEDITERRANEO · Martini Gelato Paste · AY50BJ,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000624,PISTACHIOS · Paste · 100% Nut,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000625,PISTACHIOS · Pistacje.pl Paste · 100% Nut,nut,pistachio_paste,nut,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000626,DAIRY CREAM SEMOLINA · Gelatop Dreidoppel Base Mix · 35719,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000627,COMMON SEA BUCKTHORN · Barbara Luijckx Paste,fruit,fruit_flavor_paste,fruit,,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000628,SCAGLIETTA SUR FONDENTE F · IRCA Chocolate · 01040204,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000629,SPEEDY PEAR PIECES · Comprital Base Mix · P294,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000630,SPEKULALBA · Torronalba Paste · 0528,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000631,TIRAMISU · Torronalba Paste · 0227,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000632,TRUSKAWKA W ZELU · Alfapro Variegato · 60% · 0005931,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000633,BLUES DEGNI NOTA · Iannino Variegato,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000634,COPERTURA · Torronalba Variegato · 0048,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000635,COUNTRY Q1 CRUNCHY · Iannino Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000636,COUNTRY Q1 · Iannino Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000637,FRUTTA RIBES NERO CZARNA · Gelarti Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000638,FRUTTO PASSIONE PASSION SEEDS · Gelarti Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000639,FUNKY DEGNI NOTA SRL · Iannino Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000640,LADY PINAT · Torronalba Variegato · 0484,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000641,LAMPONE RASPBERRY · Gelarti Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000642,MADDY CREM BIANCA · Torronalba Variegato · 0488,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000643,MADDY CREM · Torronalba Variegato · 0493,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000644,RASPBERRY · Prospona Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000645,MELOGRANO GRANAT · Torronalba Variegato · 0558,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000646,PRALINE · Torronalba Variegato · 0434,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000647,RED ORANGE · Toschi Variegato · GTL52B,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000648,ROCK CRUNCHY · Iannino Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000649,ROCK DEGNI NOTA SRL · Iannino Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000650,TIRAMISU VA · CFC Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000651,VANIGLIA CROQUANT · La Preferita Variegato,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000652,VARIEGATURA ARANCIA · Torronalba Variegato · 0545,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000653,VARIEGATURA FRUTTI DI BOSCO · Torronalba Variegato · 0366,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000654,VARIEGATURA LAMPONE · Torronalba Variegato · 0098,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000655,WAFERS TIME · Torronalba Variegato · 0222,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000656,YOGLAT · Torronalba Base Mix · 0309,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000657,ZOE · Fugar Base Mix · 41655,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000658,APPLE CINNAMON · Fabbri Variegato · 0022863,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000659,AZZURRO · Fabbri Paste · 0004261,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000660,SORBET ORANGE · Fabbri Base Mix · 0004514,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000661,LEMON · Fabbri Base Mix · 0004230,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000662,CROCKOLOSO CIOCCOBIANCO · Fabbri Chocolate · 0004437,chocolate,chocolate_component,chocolate_cocoa,,,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000663,TIRAMISU · Fabbri Paste · 0004312,flavor_paste,flavored_ice_cream_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000664,FRAGOLA · Fabbri Paste · 0008021,fruit,fruit_flavor_paste,fruit,berry,paste,MAIN_ALLOWED,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000665,NEVEFRUTTA · Fabbri Base Mix · 6234814,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000666,NEVEPANN · Fabbri Base Mix · 0004499,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000667,NEVEPANN 50C · Base Mix · 0008617,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000668,NEVEPANN · Fabbri Base Mix · 0004221,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000669,NEVEPANN 50F · Fabbri Base Mix · 0004222,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000670,NEVEPAN BAVIERA 50 · Fabbri Base Mix · 0004225,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000671,NEVEPANN BELPANNA 100 CF · Fabbri Base Mix · 0010937,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000672,NEVEPAN BELPANNA · Fabbri Base Mix · VEG · 0010598,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000673,NEW YORK CHEESECAKE · Fabbri Base Mix · 0004491,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000674,CARAMELIZED FIGS · Fabbri Variegato · 0004428,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000675,MANGO GLAZE PIECES · Fabbri Variegato · 0008750,flavor_paste,variegato_layering_paste,,,flavour_paste,UNKNOWN_REQUIRES_EVIDENCE,,MAIN_CAPABLE_UNCALIBRATED,NONE,,,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
PI-ING-000676,SIMPLE WATERMELON · Fabbri Base Mix · 0008905,base_mix,powdered_ice_cream_mix,,,powder,STANDARD_ONLY,,MAIN_TECHNICAL_BLOCKED,NONE,,standard_product_not_flavour_main,mapper_basement v1.0 + published product_behavior_policy_versions,Verified
