scenario,profile,ingredient_id,ingredient_name,provenance,baseline_g,proposed_g,absolute_drift_g,relative_drift,flexibility_class,locked,main,hard_valid,score,status,material_deviation,consent_required,reason
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,35.00,5.00,0.161290,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,95.00,5.00,0.054945,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,628.00,528.00,-100.00,0.158983,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,220.00,100.00,0.826446,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,40.00,-20.00,0.327869,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,30.00,0.00,0.000000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,628.00,528.00,-100.00,0.158983,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,59.50,-60.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,29.00,-1.00,0.032258,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,91.00,1.00,0.010989,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,70.00,20.00,0.392157,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,120.00,100.00,4.761905,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s30_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,538.00,638.00,100.00,0.185529,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,200.00,20.00,0.110497,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,59.00,-1.00,0.016393,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,538.00,638.00,100.00,0.185529,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,200.00,20.00,0.110497,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,59.00,-1.00,0.016393,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,100.00,50.00,0.980392,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,598.00,698.00,100.00,0.166945,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,59.00,-1.00,0.016393,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,40.00,-20.00,0.327869,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,55.00,5.00,0.098039,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,40.00,20.00,0.952381,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,598.00,698.00,100.00,0.166945,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,59.00,-1.00,0.016393,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,55.00,-5.00,0.081967,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,190.00,100.00,1.098901,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,51.00,1.00,0.019608,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,120.00,100.00,4.761905,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s60_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,508.00,608.00,100.00,0.196464,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,230.00,50.00,0.276243,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,40.00,-50.00,0.549451,user_general,false,false,true,10,proposed,true,true,material_user_intent_deviation_reached_legal_recipe
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,508.00,458.00,-50.00,0.098232,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,190.00,10.00,0.055249,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,100.00,10.00,0.109890,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,568.00,668.00,100.00,0.175747,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,568.00,468.00,-100.00,0.175747,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,60.00,29.50,-30.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,100.00,10.00,0.109890,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y60_s90_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,548.00,538.00,-10.00,0.018215,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,181.00,1.00,0.005525,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,30.00,0.00,0.000000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,548.00,538.00,-10.00,0.018215,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,160.00,-20.00,0.110497,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,29.00,-1.00,0.032258,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,70.00,20.00,0.392157,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,608.00,588.00,-20.00,0.032841,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,30.00,-50.00,0.617284,user_flavour_structure,false,false,true,10,proposed,true,true,material_user_intent_deviation_reached_legal_recipe
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,30.00,0.00,0.000000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,90.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,608.00,588.00,-20.00,0.032841,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,119.00,-1.00,0.008264,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,30.00,29.00,-1.00,0.032258,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,120.00,100.00,4.761905,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s30_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,518.00,618.00,100.00,0.192678,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,200.00,20.00,0.110497,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,29.50,-30.50,0.500000,user_general,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,95.00,5.00,0.054945,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,50.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,20.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,true,10,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,518.00,618.00,100.00,0.192678,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,180.00,200.00,20.00,0.110497,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,80.00,39.50,-40.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y80_s60_c180_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,60.00,40.00,-20.00,0.327869,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
