market,role,owner_status,grams_owner,pi_ing,pi_name_2541,s1_pi,pr_ing,s2_pr,brand,product,pack,ean,s3_identifier,s4_market,s5_source,s6_technical,s7_role_vs_2541,verdict,issues,s9_action,vs_baseline
CO,SMP,WYMAGA_ETYKIETY,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Colanta,Leche en Polvo Descremada Colanta Slight,torebka 380 g,7702129004572,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CO,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CO,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Essentiall,Dextrosa Monohidratada,1 kg,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CO,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Tara Gum — Home 50g,50 g,819543011967,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
KR,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Maeil,"Maeil Milk Original 3,6% 900 ml",900 ml,8801121772874,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KR,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Paysan Breton,Paysan Breton UHT Cooking & Whipping Cream 30%,200 ml (20 cl),3412290032215,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KR,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Seoul Milk / 서울우유,서울우유 탈지분유 (Seoul Skim Milk Powder),1 kg,8801115421078,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KR,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
KR,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,ES식품원료 ES Food Ingredients,함수결정포도당 Dextrose Monohydrate 1kg,1 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
KR,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,Tara Gum 50gr. / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CR,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Dos Pinos,"Dos Pinos Leche Entera UAT 3,5% 1 L",1 L,7441001601071,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CR,CREAM,KANDYDAT_PI_ESTIMATED,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Dos Pinos,Dos Pinos Crema Dulce para Batir 35%,"250 ml, karton UHT",7441001604508,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CR,SMP,WYMAGA_ETYKIETY,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Dos Pinos,Dos Pinos Leche descremada en polvo instantánea 0% grasa 400 g,"400 g, torebka",7441001612039,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
CR,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
CR,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,CreaFoods,Dextrosa Monohidratada,1 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
CR,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Tara Gum — Home 50g,50 g,819543011967,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
KW,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Almarai,Fresh Milk Full Fat 1L,1 L butelka,6281007040235,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KW,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Paysan Breton,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,20 cl,3412290032215,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KW,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Régilait,Régilait Instant Skimmed Milk Powder 0% Fat,puszka 300 g,3043931691418,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
KW,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
KW,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Unspecified manufacturer,Dextrose Monohydrate – food applications,B2B — opakowanie niepubliczne,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
KW,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Modernist Pantry,Modernist Pantry Pure Tara Gum Powder,50 g,819543011967,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LT,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,MŪ,"Pienas MŪ UAT 3,5% rieb. 1 l",1 l karton UAT/UHT,4770265041259,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LT,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Meadow Star,Meadow Star UHT whipping cream 30%,500 ml carton,5901432003261,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LT,SMP,WYMAGA_GTIN,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,UAB Rilis / Yerbamate.lt,Lieso pieno milteliai,1000 g,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
LT,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LT,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,ICONFIT,"ICONFIT Dextro, czysta dekstroza w proszku",1000 g,4744130012590,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
LT,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Aone / UAB Rilis,Tara guma,200 g,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
LU,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Luxlait,"Luxlait UHT Whole Milk 3,5% 1 L",1 L,5450168511507,GTIN-13 (EAN-13),NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LU,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Luxlait,Luxlait Crème UHT L’entière 30% 200 ml,200 ml,5450168531871,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LU,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Auchan,Lait en poudre écrémé,300 g,3254560079519,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LU,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LU,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Hobbyscuit (konfekcjonowany),Dextrose Monohydraté,500 g,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
LU,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LV,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,MŪ,"Piens MŪ 3,5% tauku 1 l",1 l karton UAT/UHT,4770265041259,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LV,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Meadow Star,Meadow Star UHT whipping cream 30%,500 ml carton,5901432003261,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
LV,SMP,WYMAGA_GTIN,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Rīgas piena kombināts,Vājpiena pulveris,"25 kg, worek",,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
LV,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
LV,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,ICONFIT,"ICONFIT Dextro, czysta dekstroza w proszku",1000 g,4744130012590,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
LV,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MY,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,"Emborg UHT Full Cream Milk 3,5% 1 L",1 L,5701215046832,GTIN-13 (EAN-13),NOT_RUN,6 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MY,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,Emborg Natural Whipping Cream UHT 35.1% 200 ml,200 ml,5701215046375,GTIN-13 (EAN-13),NOT_RUN,5 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MY,SMP,WYMAGA_ETYKIETY,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Sunlac,Sunlac Low Fat Instant Skim Milk Powder,700 g,9556958338807,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MY,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MY,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Pastry Pro,Pastry Pro Dextrose Monohydrate Food Grade 1kg,1 kg bag,,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
MY,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Take It Global,Tara Gum Powder / Serbuk Gam Tara,100 g (500g and1kg variants also listed),,NONE,NOT_RUN,1 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
MT,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Benna,"Benna Fresh Whole Milk 3,5% 1 L",1 L,5350066100042,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MT,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Président,Président Crème UHT semi-épaisse entière 30% MG 2×25cl,2 × 250 ml,3155250367896,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MT,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Régilait,Skimmed Milk Powder,puszka 300 g,3043939531112,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MT,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MT,DEXTROSE,KANDYDAT_PR,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Artegustando,Destrosio Monoidrato 1kg,1 kg,8050246530061,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,OK,,NONE,
MT,STABILIZER,KANDYDAT_PR,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,SaporePuro,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,50 g,8055728540170,GTIN-13 (EAN-13),NOT_RUN,4 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MA,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Président,Lait de vache stérilisé UHT entier 3.5% M.G. 1L,"1 L, karton eksportowy wielojęzyczny z nakrętką",8410285127347,GTIN-13 (EAN-13),NOT_RUN,9 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MA,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Bridélice,Bridélice Crème UHT entière fluide 30% MG,2 × 25 cl,3155250367834,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MA,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MA,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MA,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Unspecified manufacturer,Dextrose Monohydrate 25kg,25 kg paper bag,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
MA,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Top Negoce (distributor; manufacturer undisclosed),E417 - Gomme de Tara / Tara Gum,25 kg bag,,NONE,NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
MX,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Alpura,"Alpura Clásica Leche Entera UHT 3,4% 1 L",1 L,7501055900039,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MX,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Lyncott,Lyncott Crema para Batir 500 ml,500 ml,7501092101031,GTIN-13 (EAN-13),NOT_RUN,5 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MX,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods,NOW Real Food Organic Non-Fat Dry Milk Powder,12 oz / 340 g,733739058324,GTIN-12 (UPC-A),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
MX,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
MX,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Pochteca Materias Primas (dystrybutor),Dextrosa monohidratada,25 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
MX,STABILIZER,WYMAGA_ETYKIETY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Maprysa,Goma Tara — oferta spożywcza B2B,Gramatura niepubliczna,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
NG,MILK,KANDYDAT_PR,672,PI-ING-000236,MILK · 3.5% FAT · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Peak,"Peak UHT Full Cream Milk 3,6% 1 L",1 L,8716200612883,GTIN-13 (EAN-13),NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
NG,CREAM,KANDYDAT_PR,130,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Emborg,Emborg Natural Whipping Cream UHT 35%,200 ml,5701215046375,GTIN-13 (EAN-13),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
NG,SMP,KANDYDAT_PR,35,PI-ING-000270,SKIMMED MILK POWDER · 0.8% FAT · Dairy · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,NOW Foods Real Food,NOW Real Food Organic Non-Fat Dry Milk Powder,torebka 12 oz (340 g),733739058324,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Estimated / PI Calculated,OK,OK,,NONE,
NG,SUCROSE,READY_PI,130,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,OK,NIE WYMAGANY,N/A_GLOBAL_PI,GENERIC,Biały cukier krystaliczny — 100% cukier,dowolne opakowanie,,NONE,NOT_RUN,N/A_GLOBAL_PI,base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
NG,DEXTROSE,WYMAGA_ETYKIETY,30,PI-ING-000494,DEXTROSE MONOHYDRATE · Sweetener · Dry,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Unspecified manufacturer,Dextrose Monohydrate – Food Grade Glucose Powder,25 kg,,NONE,NOT_RUN,2 URL(s),base=TRUE engines=TRUE status=Verified / Global Reference,OK,ISSUES,EAN:NONE,"REPORT_BACK_TO_OWNER (no substitution, D-26)",
NG,STABILIZER,WYMAGA_DOSTAWY,3,PI-ING-000492,TARA GUM · Stabilizer,OK,AUTO PO AKCEPTACJI,PENDING_ASSIGNMENT,Cape Crystal Brands,Cape Crystal Brands Tara Gum Powder,2 oz (56.7 g),711221973058,GTIN-12 (UPC-A),NOT_RUN,3 URL(s),base=TRUE engines=TRUE status=Verified,OK,OK,,NONE,
